,Unnamed: 0.1,subject,object,new_relation
442978,846,noroviruses,gastroenteritis,disease_disease
442981,849,noroviruses,viral gastroenteritis,disease_disease
442985,853,noroviruses,viral gastroenteritis,disease_disease
442987,855,noroviruses,gastroenteritis,disease_disease
442989,857,noroviruses,child,disease_species
442991,859,noroviruses,gastroenteritis,disease_disease
442994,862,noroviruses,viral gastroenteritis,disease_disease
442998,866,noroviruses,child,disease_species
443000,868,noroviruses,viral gastroenteritis,disease_disease
443929,36,n2,n,drug_disease
443954,61,prey,n1,gene_gene
444060,167,n2,n protein,drug_gene
444077,184,n2,n,drug_disease
444531,638,tlr4,late endosome,gene_gene
444540,647,tlr4,endosome,gene_gene
444555,662,tlr4,lp,gene_gene
444556,663,lp,cell surface,gene_gene
444559,666,tlr2,cd14,gene_gene
444606,713,trif,tram,gene_gene
444614,721,trif,trif,gene_gene
444615,722,trif,late endosome,gene_gene
444621,728,trif,endosome,gene_gene
444647,754,flagellin,tlr5,gene_gene
444938,1045,lp,shock,gene_disease
444940,1047,lp,mouse,gene_species
446599,2706,poly,polylysine,drug_drug
446609,2716,infectious disease,human immunodeficiency virus,disease_disease
446610,2717,mda5,virus,gene_disease
446617,2724,poly,severe acute respiratory syndrome coronavirus,drug_disease
446621,2728,poly,syndrome coronavirus,drug_disease
446628,2735,poly,respiratory syndrome coronavirus,drug_disease
446629,2736,poly,acute respiratory syndrome coronavirus,drug_disease
446705,2812,administration,mouse,treat_procedure_species
446731,2838,injection,poly,treat_procedure_drug
446901,3008,repair,expression,treat_procedure_treat_procedure
446935,3042,chemical,colitis,treat_procedure_disease
446936,3043,chemical,acute colitis,treat_procedure_disease
447345,151,chloroquine,toxic shock,drug_disease
447348,154,chloroquine,shock,drug_disease
447355,161,chloroquine,mouse,drug_species
447361,167,chloroquine,organ dysfunction,drug_disease
447558,364,treatment,blood,treat_procedure_disease
448028,834,rhinovirus,m. catarrhalis,disease_species
448122,928,spike,influenza pandemic,gene_disease
448124,930,spike,influenza pandemic,gene_disease
448132,938,spike,influenza pandemic,gene_disease
448179,985,spike,influenza pandemic,gene_disease
448189,995,infection,child,disease_species
448296,1102,lactam,macrolide,drug_drug
448320,1126,influenza,community,disease_disease
448358,1164,treatment,oseltamivir,treat_procedure_drug
448377,1183,cap,child,disease_species
448390,1196,cap,child,disease_species
448403,1209,virus,cap,disease_disease
448426,1232,respiratory syncytial virus,virus,disease_disease
448430,1236,metapneumovirus,virus,disease_disease
448431,1237,influenza virus,virus,disease_disease
448432,1238,human metapneumovirus,virus,disease_disease
448437,1243,virus,virus,disease_disease
448442,1248,parainfluenza virus,virus,disease_disease
448449,1255,cap,infant,disease_species
448683,1489,ebv,detected,disease_treat_procedure
448708,1514,virus infection,detected,disease_treat_procedure
448773,1579,cap,infant,disease_species
448774,1580,cap,infant,disease_species
448792,1598,cap,infant,disease_species
448829,1635,virus,detected,disease_treat_procedure
448918,1724,cap,infant,disease_species
448961,1767,hbov,virus,disease_disease
448962,1768,rsv,virus,disease_disease
449047,30,hepatitis virus,chronic hepatitis,disease_disease
449057,40,denv,dengue hemorrhagic fever,disease_disease
449058,41,hepatitis virus,hepatitis,disease_disease
449477,460,virus,specie,disease_species
449478,461,virus,specie,disease_species
449568,551,pattern,virus,gene_disease
449692,675,infection,human,disease_species
450138,1121,intimin,diarrhea,gene_disease
450234,1217,gene,tract infection,gene_disease
450236,1219,gene,urinary tract infection,gene_disease
450275,1258,coli,transport,disease_gene
450297,1280,virulence factor,infection,gene_disease
450303,1286,virulence factor,infection,gene_disease
450305,1288,virulence factor,human,gene_species
450309,1292,virulence factor,human,gene_species
450642,1625,mouse,2009,gene_disease
450690,1673,h5n1,lung,disease_disease
451493,412,infection,weight loss,disease_disease
451569,488,influenza virus,rna polymerase ii,disease_gene
451578,497,influenza virus,recruitment,disease_disease
451777,696,infiltration,specific immune cell,treat_procedure_gene
451856,775,set,2009,gene_disease
451991,910,h5n1 infection,2009,disease_disease
452110,1029,infection,h5n1,disease_disease
452296,1215,infection,influenza,disease_disease
452673,1592,disease,influenza infection,disease_disease
452696,1615,acute encephalopathy,influenza infection,disease_disease
452698,1617,encephalopathy,influenza infection,disease_disease
452702,1621,encephalopathy,influenza infection,disease_disease
452703,1622,encephalopathy,infection,disease_disease
452708,1627,acute encephalopathy,influenza infection,disease_disease
453525,52,s2,helix,gene_disease
453530,57,s2,helix,gene_disease
453544,71,l3,adenosine,gene_drug
454575,1102,lentiviruses,lentiviruses,disease_disease
454642,1169,pseudoknot,detected,gene_treat_procedure
454658,1185,virus,no,disease_gene
454680,1207,pseudoknot,pseudoknot,gene_gene
454711,1238,s2,l1,gene_gene
454713,1240,s2,l1,gene_gene
455669,2196,gene,ha,gene_disease
456208,477,presence,probe,treat_procedure_gene
456235,504,virus,cell,disease_gene
456253,522,virus,endosomal membrane,disease_gene
456254,523,virus,membrane,disease_gene
456256,525,virus,membrane,disease_gene
456258,527,virus,endosomal membrane,disease_gene
456505,774,lobe,nitrogen,gene_drug
456518,787,lobe,nitrogen,gene_drug
456797,1066,virus,cell,disease_gene
456818,1087,tuberculosis,respiratory,disease_disease
456864,1133,tuberculosis,intracellular,disease_gene
456876,1145,ifitm3,isgs,gene_gene
456878,1147,ifitm3,isgs,gene_gene
456879,1148,ifitm3,patient,gene_species
456883,1152,ifitm3,patient,gene_species
456884,1153,ifitm3,patient,gene_species
456893,1162,ifitm3,isgs,gene_gene
456894,1163,ifitm3,isgs,gene_gene
456898,1167,ifitm3,patient,gene_species
456910,1179,rsv,enveloped virus,disease_disease
456912,1181,rsv,virus,disease_disease
456921,1190,rsv,plasma membrane,disease_gene
456928,1197,rsv,plasma membrane,disease_gene
456936,1205,rsv,nucleolin,disease_gene
457468,17,i,critical,drug_disease
457532,81,gene,transmembrane,gene_gene
457553,102,gene,ifitm,gene_gene
457577,126,ifitm protein,small,gene_gene
457579,128,ifitm protein,5,gene_drug
457670,219,ifitm3,protein a,gene_gene
458143,692,rna,extracted,disease_treat_procedure
458280,829,blast,gene,gene_gene
458342,891,ifitm1,endosomes,gene_gene
458730,1279,influenza virus infection,chicken,disease_species
458742,1291,ifitm3,human,gene_species
458785,1334,gene family,specie,gene_species
458838,1387,envelope,coronavirus,gene_disease
458854,1403,sars cov,human,disease_species
458998,1547,rbd,antibody,disease_gene
459001,1550,ace2,peptidase,gene_gene
459016,1565,host,sars cov,gene_disease
459319,1868,sars cov,infection,disease_disease
459339,1888,sars cov,human,disease_species
459391,24,lysine,human ace2,drug_gene
459508,141,threonine,civet ace2,drug_gene
459597,230,histidine,tyrosine,drug_drug
459602,235,histidine,tyrosine,drug_drug
459606,239,histidine,tyrosine,drug_drug
459611,244,histidine,tyrosine,drug_drug
459619,252,histidine,tyrosine,drug_drug
459638,271,histidine,tyrosine,drug_drug
459708,341,sars cov,human,disease_gene
459729,362,sars cov,human,disease_species
459734,367,sars cov,human,disease_gene
459830,463,pneumonia,renal failure,disease_disease
459838,471,acute pneumonia,renal failure,disease_disease
459843,476,pneumonia,renal failure,disease_disease
459846,479,acute pneumonia,renal failure,disease_disease
459850,483,acute pneumonia,renal failure,disease_disease
459852,485,pneumonia,renal failure,disease_disease
459931,564,host,fate,gene_gene
460022,655,u,spring,disease_gene
460087,720,infection,human,disease_species
460090,723,infection,human,disease_species
460100,733,infection,human,disease_species
460101,734,infection,human,disease_species
460499,1132,u,pandemic,disease_disease
460597,1230,respiratory tract infection,disease,disease_disease
460620,1253,viral respiratory tract infection,disease,disease_disease
460628,1261,cold,virus,disease_disease
460630,1263,cold,respiratory virus,disease_disease
461478,583,placebo,tss,treat_procedure_disease
461523,628,placebo,patient,treat_procedure_species
461530,635,placebo,reduction,treat_procedure_treat_procedure
461851,956,plan,revised,disease_treat_procedure
463016,355,disease,toll,disease_gene
463092,431,extracorporeal life support,patient,treat_procedure_species
463098,437,life support,patient,treat_procedure_species
463189,528,bark,bronchitis,gene_disease
463192,531,bark,treatment,gene_treat_procedure
463639,978,hepatotoxicity,drug,disease_drug
465287,884,hbgas,infection,gene_disease
465291,888,noroviruses,hbgas,disease_gene
465335,932,carbohydrate,fut2 susceptibility allele,drug_gene
465361,958,fut2 enzyme,carbohydrate,gene_drug
465411,1008,h type 3,ley,gene_drug
465577,1174,influenza virus,infection,disease_disease
465598,1195,serum igg,igg,gene_gene
465634,1231,serum igg,igg,gene_gene
466039,1636,plpro,amino acid,gene_drug
466060,1657,plpro,coronavirus,gene_disease
466079,1676,3clpro,amino acid,gene_drug
466114,1711,ns2a,orf,gene_gene
466702,451,defensins,small,gene_gene
466976,725,defensins,release,gene_treat_procedure
467153,902,defensins,lipid bilayers,gene_gene
467166,915,defensins,protein,gene_gene
467167,916,defensins,protein,gene_gene
467173,922,defensins,protein,gene_gene
467194,943,defensins,protein,gene_gene
467218,967,defensins,virus,gene_disease
467264,1013,defensins,virus,gene_disease
467285,1034,defensins,antiviral,gene_gene
467488,1237,defensins,antiviral,gene_gene
467491,1240,defensins,antiviral,gene_gene
467495,1244,defensins,antiviral,gene_gene
467499,1248,defensins,antiviral,gene_gene
467622,1371,virus,defensins,disease_gene
467627,1376,virus,defensins,disease_gene
467974,1723,attachment,virus,treat_procedure_disease
467976,1725,attachment,virus,treat_procedure_disease
468165,1914,virus,membrane,disease_gene
468166,1915,virus,cell membrane,disease_gene
468196,1945,defensins,virus,gene_disease
468285,2034,defensins,cell line,gene_gene
468314,2063,defensins,human cell line,gene_gene
468335,2084,virus,presence,disease_treat_procedure
468370,2119,vaccinia virus,virus,disease_disease
468485,2234,iav,pkc,disease_gene
468489,2238,hsv,pkc,disease_gene
468610,2359,defensins,antiviral,gene_gene
468701,2450,poly,infection,drug_disease
468704,2453,poly,viral infection,drug_disease
468815,2564,paramyxovirus,ovine parainfluenza virus 3,disease_disease
468816,2565,infection,ovine parainfluenza virus 3,disease_disease
468996,2745,virus,keratinocytes,disease_gene
468999,2748,vaccinia virus infection,expression,disease_treat_procedure
469045,2794,iav infection,infection,disease_disease
469080,2829,reduction,immunopathology,treat_procedure_disease
469247,2996,defensins,mouse,gene_species
470324,882,gene transfer,tumor,treat_procedure_disease
470374,932,gene transfer,tumor,treat_procedure_disease
470715,1273,finding,adoptive transfer,symptom_treat_procedure
470845,1403,vaccination,tumor,treat_procedure_disease
471765,2323,i,inflammasome complex,drug_gene
471785,2343,rig,rna,gene_disease
471790,2348,i,inflammasome complex,drug_gene
471793,2351,i,protein,drug_gene
471798,2356,rig,vesicular stomatitis virus,gene_disease
471803,2361,i,mavs,drug_gene
471805,2363,rig,stomatitis virus,gene_disease
471811,2369,i,protein,drug_gene
471815,2373,i,inflammasome complex,drug_gene
471841,2399,i,inflammasome complex,drug_gene
471846,2404,tlrs,cell surface,gene_gene
471895,2453,infection,sendai virus,disease_disease
471913,1,treatment,right,treat_procedure_disease
471925,13,treatment,band,treat_procedure_gene
471947,35,treatment,pngase f,treat_procedure_gene
472370,458,treatment,type i ifn,treat_procedure_gene
472747,835,ifnλ4,hcv,gene_disease
472763,851,ifnλ4,hcv,gene_disease
473252,1340,pandemic influenza,impact,disease_gene
473256,1344,pandemic influenza,impact,disease_gene
473302,1390,pandemic influenza,impact,disease_gene
473554,1642,health crisis,disease,disease_disease
473560,1648,health crisis,emerging infectious disease,disease_disease
473563,1651,health crisis,emerging disease,disease_disease
473564,1652,health crisis,infectious disease,disease_disease
473751,1839,2009,h1n1,disease_disease
473768,1856,influenza a,2009,disease_disease
474063,2151,disease,coronavirus,disease_disease
474237,108,virus,gene,disease_gene
474242,113,infection,chicken,disease_species
474293,164,infection,hpai,disease_disease
474667,538,gene,hp,gene_disease
474670,541,influenza infection,specie,disease_species
474688,559,virus,influenza,disease_disease
474736,607,infection,fixation,disease_treat_procedure
474781,652,hpai,infection,disease_disease
474784,655,hpai,systemic infection,disease_disease
475116,987,rna,extracted,disease_treat_procedure
475329,1200,rna virus,human,disease_species
475436,1307,5,s,drug_disease
475521,1392,s protein,detection,gene_treat_procedure
475711,1582,s protein,cytoplasm,gene_gene
475717,1588,s protein,cytoplasm,gene_gene
475799,48,igm,child,gene_species
475802,51,infection,virus,disease_disease
475813,62,igm,child,gene_species
475837,86,hcovs,protein,disease_gene
475851,100,hcovs,protein,disease_gene
475865,114,hcovs,protein,disease_gene
475888,137,hcovs,protein,disease_gene
475910,159,hcovs,protein,disease_gene
475934,183,hcovs,protein,disease_gene
476060,309,ifa,detection,gene_treat_procedure
476132,381,serum igg,detected,gene_treat_procedure
476564,813,16 rrna gene,homology,gene_gene
476567,816,bacterial 16 rrna gene,homology,gene_gene
476568,817,16 rrna gene,homology,gene_gene
476569,818,bacterial 16 rrna gene,homology,gene_gene
476570,819,16 rrna gene,homology,gene_gene
476574,823,bacterial 16 rrna gene,homology,gene_gene
476766,1015,rna,rna virus,disease_disease
476926,1175,rna,cy5,disease_drug
476935,1184,disease,viral,disease_disease
477091,1340,detection,16 rrna,treat_procedure_gene
477400,1649,hr2,s1,gene_drug
477401,1650,s2,hr1,gene_gene
477423,1672,infection,human,disease_species
477941,445,fip,disease,disease_disease
478600,1104,virus,pig,disease_species
478617,1121,rna,extracted,disease_treat_procedure
478780,1284,virus,detected,disease_treat_procedure
478830,1334,seasonal influenza,human,disease_species
480002,460,infection,detected,disease_treat_procedure
480035,493,r,infection,disease_disease
480808,1266,infection,illness,disease_symptom
480908,1366,virus,disease,disease_disease
480944,1402,virus,ha,disease_disease
480975,1433,pig,coughing,gene_disease
480996,1454,virus,h1,disease_gene
481046,1504,ha,ha gene,disease_gene
481094,1552,ha,ha gene,disease_gene
481189,1647,h1n1,group 2,disease_gene
481470,1928,h1n2,ha,drug_disease
481784,2242,primary infection,h1n2,disease_drug
481896,2354,group 1,group 2,gene_gene
481900,2358,group 1,group 2,gene_gene
481904,2362,group 1,group 2,gene_gene
482494,514,rnase h,rna,gene_disease
482515,535,rna,dnase,disease_gene
482663,683,protein,spike,gene_gene
482665,685,protein,spike,gene_gene
482777,797,protein,16,gene_gene
482778,798,recombinant protein,16,gene_gene
482802,822,protein,condition,gene_disease
482893,913,antibody,s1 subunit,gene_gene
482901,921,antibody,rbd,gene_disease
484198,351,coding sequence,cloning,gene_gene
484678,831,n,band,disease_gene
484912,1065,induction,chimpanzee,treat_procedure_species
484920,1073,induction,chimpanzee,treat_procedure_species
485032,1185,aav,no,disease_gene
485579,1732,inclusion,vector,gene_species
485654,61,gene,detected,gene_treat_procedure
485756,163,necrosis,colon,disease_disease
485765,172,coli,piglet,disease_species
486444,851,atrophy,infection,disease_disease
486773,1180,atrophy,finding,disease_symptom
487340,1747,infection,acyclovir,disease_drug
488959,396,noroviruses,intestinal disease,disease_disease
488961,398,noroviruses,disease,disease_disease
489013,450,norovirus,dog,disease_species
489110,547,vlps,antigen,gene_gene
489591,1028,vlps,presence,gene_treat_procedure
489919,1356,virus,detected,disease_treat_procedure
490064,1501,presence,dog,treat_procedure_species
490385,1822,coronaviruses,horse,disease_species
490393,1830,coronaviruses,horse,disease_species
490447,1884,rna,extracted,disease_treat_procedure
490509,1946,aa,n gene,disease_gene
490570,15,coronaviruses,horse,disease_species
491370,815,ha protein,amino acid,gene_drug
491520,965,infection,human,disease_gene
491664,1109,tmprss2,critical,gene_disease
491705,1150,ha1,detected,gene_treat_procedure
492196,1641,virus,infection,disease_disease
492250,1695,ha,tmprss2,disease_gene
492251,1696,ha,tmprss2,disease_gene
493073,260,rna,alkaline phosphatase,disease_gene
493230,417,rna,extracted,disease_treat_procedure
493349,536,rna,tobacco acid pyrophosphatase,disease_gene
494095,1282,finding,u,symptom_disease
494436,1623,u,genome,disease_gene
494785,1972,rna,extracted,disease_treat_procedure
494913,2100,rna,extracted,disease_treat_procedure
494914,2101,rna,extracted,disease_treat_procedure
494929,2116,rna,phenol chloroform,disease_drug
494944,2131,rna,extracted,disease_treat_procedure
494945,2132,rna,ligation,disease_treat_procedure
494972,2159,rna,extracted,disease_treat_procedure
494973,2160,rna,vp1,disease_gene
494998,2185,rna,extracted,disease_treat_procedure
495021,2208,rna,detection,disease_treat_procedure
495048,2235,infection,human,disease_species
497887,2431,oc43,respiratory syndrome,gene_disease
497890,2434,nl63,severe acute respiratory syndrome,gene_disease
497899,2443,229e,syndrome,disease_disease
497914,2458,229e,respiratory syndrome,disease_disease
497918,2462,virus,adenovirus,disease_species
497919,2463,oc43,severe acute respiratory syndrome,gene_disease
497923,2467,nl63,syndrome,gene_disease
497925,2469,virus,adenovirus,disease_species
497929,2473,nl63,acute respiratory syndrome,gene_disease
497934,2478,nl63,severe acute respiratory syndrome,gene_disease
497938,2482,oc43,syndrome,gene_disease
497945,2489,virus,arti,disease_disease
497949,2493,virus,coronaviruses,disease_disease
497951,2495,229e,syndrome,disease_disease
497953,2497,virus,coronaviruses,disease_disease
497954,2498,virus,parainfluenza virus,disease_disease
497958,2502,229e,respiratory syndrome,disease_disease
497963,2507,virus,parainfluenza virus,disease_disease
497967,2511,virus,arti,disease_disease
497973,2517,oc43,acute respiratory syndrome,gene_disease
497993,2537,nl63,respiratory syndrome,gene_disease
497994,2538,229e,acute respiratory syndrome,disease_disease
498006,2550,nl63,acute respiratory syndrome,gene_disease
498012,2556,nl63,respiratory syndrome,gene_disease
498033,2577,oc43,severe acute respiratory syndrome,gene_disease
498050,2594,oc43,syndrome,gene_disease
498051,2595,nl63,syndrome,gene_disease
498067,2611,229e,acute respiratory syndrome,disease_disease
498077,2621,oc43,respiratory syndrome,gene_disease
498086,2630,229e,severe acute respiratory syndrome,disease_disease
498113,2657,229e,severe acute respiratory syndrome,disease_disease
498119,2663,oc43,acute respiratory syndrome,gene_disease
498281,2825,piv,virus,disease_disease
498290,2834,rv,virus,disease_disease
498318,2862,ifv,lrtis,disease_disease
498347,2891,rv,virus,disease_disease
498386,6,virus,virus,disease_disease
498389,9,piv,virus,disease_disease
498508,128,infection,s. mitis,disease_species
498632,252,rsv,rv,disease_disease
498635,255,rsv,rv,disease_disease
498637,257,rsv,rv,disease_disease
498638,258,rsv,rv,disease_disease
498643,263,rsv,rv,disease_disease
498647,267,rsv,rv,disease_disease
498651,271,rsv,rv,disease_disease
498654,274,rsv,rv,disease_disease
498670,290,rsv,virus,disease_disease
498719,339,cov,lrtis,disease_disease
498721,341,cov,lrtis,disease_disease
498728,348,cov,lrtis,disease_disease
498731,351,adv,virus,disease_disease
498735,355,cov,lrtis,disease_disease
498738,358,cov,lrtis,disease_disease
498739,359,cov,lrtis,disease_disease
498741,361,cov,lrtis,disease_disease
498742,362,cov,virus,disease_disease
498744,364,cov,lrtis,disease_disease
498748,368,hmpv,virus,drug_disease
498755,375,coinfection,virus infection,disease_disease
498756,376,coinfection,respiratory virus infection,disease_disease
498761,381,coinfection,ifv,disease_disease
498827,447,infection,patient,disease_species
498837,457,pneumoniae,patient,disease_species
498847,467,pneumoniae,patient,disease_species
498896,516,pneumoniae,patient,disease_species
498977,597,corticosteroid,impact,drug_gene
499100,720,sepsis,cap,disease_disease
499107,727,severe sepsis,organ dysfunction,disease_disease
499111,731,sepsis,organ dysfunction,disease_disease
499120,740,severe sepsis,cap,disease_disease
499539,1159,ards,hong kong,disease_gene
499656,1276,respiratory disease,coronavirus,disease_disease
499674,1294,disease,coronavirus,disease_disease
499988,1608,treatment,prophylaxis,treat_procedure_treat_procedure
499991,1611,treatment,prophylaxis,treat_procedure_treat_procedure
500135,1755,vaccine,h5 gene,disease_gene
500168,1788,mvtt,vtt,disease_disease
500170,1790,mvtt,vtt,disease_disease
500177,1797,sars cov,s,disease_disease
500216,1836,mvtt,mva,disease_gene
500365,1985,virus,influenza a,disease_disease
500802,337,virus,mouse,disease_species
500809,344,virus,mouse,disease_species
501181,716,rna,extracted,disease_treat_procedure
501517,1052,infection,virus,disease_disease
501521,1056,infection,virus,disease_disease
501539,1074,infection,virus,disease_disease
501544,1079,infection,virus,disease_disease
501868,1403,infectious disease,enterovirus,disease_disease
501878,1413,disease,enterovirus,disease_disease
502009,1544,aseptic meningitis,brain stem encephalitis,disease_disease
502012,1547,meningitis,poliomyelitis,disease_disease
502014,1549,meningitis,brain stem encephalitis,disease_disease
502017,1552,aseptic meningitis,poliomyelitis,disease_disease
502333,1868,presence,csf,treat_procedure_gene
502623,237,treatment,patient,treat_procedure_species
502629,243,treatment,patient,treat_procedure_species
502633,247,treatment,patient,treat_procedure_species
502635,249,treatment,patient,treat_procedure_species
502637,251,treatment,patient,treat_procedure_species
502638,252,treatment,patient,treat_procedure_species
502642,256,treatment,patient,treat_procedure_species
502644,258,treatment,patient,treat_procedure_species
502766,380,virion,virus,gene_disease
502774,388,virion,virus,gene_disease
502804,418,virion,virus,gene_disease
503321,935,rna,extracted,disease_treat_procedure
503734,1348,tlr4,specie,gene_species
503753,1367,tlr4,specie,gene_species
503850,1464,il6,ibv infection,gene_disease
503855,1469,il10,ibv infection,gene_disease
503857,1471,il18,ibv infection,gene_disease
503964,1578,gene,major histocompatibility complex,gene_gene
503966,1580,gene,major histocompatibility complex,gene_gene
504005,1619,gene,histocompatibility complex,gene_gene
504022,1636,gene,histocompatibility complex,gene_gene
504658,46,treatment,oseltamivir,treat_procedure_drug
504727,115,virus,infection,disease_disease
504729,117,respiratory infection,bronchiolitis,disease_disease
504730,118,infection,bronchiolitis,disease_disease
504898,286,host cell membrane,f protein,gene_gene
504901,289,rsv,attachment,disease_treat_procedure
504907,295,host cell,f protein,gene_gene
504919,307,common cold,rhinorrhea,disease_disease
505238,626,antigen,dfa,gene_disease
505263,651,dfa,rsv,disease_disease
505266,654,dfa,rsv,disease_disease
505279,667,dfa,detection,disease_treat_procedure
505280,668,dfa,rsv,disease_disease
506018,1406,procedure,simple,treat_procedure_gene
506797,2185,gastroenteritis,child,disease_species
507004,47,rsv,rsv infection,disease_disease
507006,49,rsv,immunopathology,disease_disease
507092,135,vaccine,reduction,disease_treat_procedure
507112,155,reduction,weight loss,treat_procedure_disease
507115,158,vaccine,reduction,disease_treat_procedure
507687,730,resveratrol,grape,drug_species
507691,734,resveratrol,reduction,drug_treat_procedure
507759,802,administration,rsv,treat_procedure_disease
507772,815,administration,treatment,treat_procedure_treat_procedure
507778,821,nasal administration,treatment,treat_procedure_treat_procedure
507779,822,nasal administration,rsv,treat_procedure_disease
507796,839,ribavirin,viral rna polymerase,drug_gene
507798,841,ribavirin,rna polymerase,drug_gene
507799,842,ribavirin,viral rna dependent rna polymerase,drug_gene
507999,1042,2,vector,drug_species
509032,2075,fusion,endosome,gene_gene
509033,2076,virus,cell,disease_gene
509035,2078,virus,cell,disease_gene
509084,2127,rna,cytosol,disease_gene
509093,2136,rna,cytoplasm,disease_gene
509124,2167,i,rna polymerase iii,drug_gene
509134,2177,i,held,drug_gene
509138,2181,i,card domain,drug_gene
509147,2190,5,oh,drug_drug
509148,2191,5,ppp,drug_disease
509612,438,vaccine,hiv infection,disease_disease
509633,459,vaccine,hiv infection,disease_disease
509942,768,sars coronavirus,rhinovirus,disease_species
509945,771,sars coronavirus,rhinovirus,disease_species
509949,775,sars coronavirus,rhinovirus,disease_species
509963,789,sars coronavirus,gammaretrovirus,disease_disease
509972,798,sars coronavirus,rhinovirus,disease_species
509978,804,sars coronavirus,gammaretrovirus,disease_disease
509996,822,gammaretrovirus,prostate tumor,disease_disease
510015,841,sars coronavirus,coronaviruses,disease_disease
510018,844,sars coronavirus,gammaretrovirus,disease_disease
510024,850,sars coronavirus,gammaretrovirus,disease_disease
510042,868,sars coronavirus,coronaviruses,disease_disease
510046,872,sars coronavirus,coronaviruses,disease_disease
510048,874,sars coronavirus,coronaviruses,disease_disease
510745,1571,syndrome,emerging infectious disease,disease_disease
510751,1577,syndrome,infectious disease,disease_disease
510754,1580,acute respiratory syndrome,infectious disease,disease_disease
510760,1586,acute respiratory syndrome,emerging infectious disease,disease_disease
510773,1599,syndrome,disease,disease_disease
510779,1605,respiratory syndrome,emerging infectious disease,disease_disease
510788,1614,respiratory syndrome,infectious disease,disease_disease
510792,1618,acute respiratory syndrome,disease,disease_disease
510812,1638,respiratory syndrome,disease,disease_disease
511019,35,i,shigella flexneri infection,drug_disease
511023,39,i,shigella flexneri infection,drug_disease
511086,102,l,ifn,disease_gene
511090,106,mda5,l,gene_disease
511100,116,rnase l,rna,gene_disease
511107,123,rnase l,rna,gene_disease
511120,136,i,mavs,drug_gene
511127,143,mda5,mavs,gene_gene
511140,156,irf3,tbk1,gene_gene
511155,171,irf3,mapk,gene_gene
511184,200,lgp2,rig,gene_gene
511188,204,lgp2,rig,gene_gene
511304,320,lgp2,rna,gene_disease
511348,364,ddx3,rig,gene_gene
511370,386,ddx3,detected,gene_treat_procedure
511416,432,poly,c,drug_disease
511422,438,i,dsrna,drug_gene
511468,484,ddx1,poly,gene_drug
511471,487,ddx1,i,gene_drug
511523,539,i,poly,drug_drug
511524,540,i,infection,drug_disease
511527,543,i,viral infection,drug_disease
511532,548,i,infection,drug_disease
511588,604,ifit protein,cavity,gene_disease
511860,876,gtp,rig,drug_gene
511990,1006,ns1 protein,rna,gene_disease
511992,1008,vpg,rig,drug_gene
512015,1031,c protein,mda5,gene_gene
512016,1032,c protein,mda5,gene_gene
512017,1033,human parainfluenza virus type 1,paramyxoviridae,disease_disease
512140,1156,cell,receptor,gene_gene
513036,2052,clone,exhausted,gene_symptom
513269,2285,u,human,disease_species
513272,2288,u,human,disease_species
513440,39,n,t cell receptor,drug_gene
513915,514,autoimmune disease,infection,disease_disease
513916,515,disease,infection,disease_disease
514177,776,treatment,zidovudine,treat_procedure_drug
514603,1202,nc protein,rna,gene_disease
514604,1203,nc protein,rna,gene_disease
515097,1696,rev,rna,gene_disease
515100,1699,rev,rna,gene_disease
515584,2183,hcv ns3 helicase,ntps,gene_drug
515879,2478,hbv surface antigen,membrane,gene_gene
515995,2594,severe acute respiratory syndrome,pneumonia,disease_disease
515997,2596,syndrome,pneumonia,disease_disease
515999,2598,respiratory syndrome,pneumonia,disease_disease
516003,2602,syndrome,pneumonia,disease_disease
516009,2608,syndrome,pneumonia,disease_disease
516011,2610,acute respiratory syndrome,pneumonia,disease_disease
516012,2611,respiratory syndrome,pneumonia,disease_disease
516018,2617,severe acute respiratory syndrome,pneumonia,disease_disease
516021,2620,severe acute respiratory syndrome,pneumonia,disease_disease
516026,2625,acute respiratory syndrome,pneumonia,disease_disease
516027,2626,syndrome,pneumonia,disease_disease
516028,2627,acute respiratory syndrome,pneumonia,disease_disease
516030,2629,respiratory syndrome,pneumonia,disease_disease
516121,25,h1n1 influenza,spanish flu,disease_species
516122,26,h1n1 influenza,flu,disease_disease
516123,27,h1n1 influenza,flu,disease_disease
516124,28,h1n1 influenza,spanish flu,disease_species
516139,43,influenza virus,rna virus,disease_disease
516141,45,influenza virus,rna virus,disease_disease
516688,592,rabies,viral disease,disease_disease
516690,594,viral disease,rabies virus,disease_disease
516694,598,rabies,disease,disease_disease
516698,602,disease,rabies virus,disease_disease
517499,1403,pattern,pattern,gene_gene
518241,2145,n,expression,drug_treat_procedure
519352,275,community,coronavirus,disease_disease
519915,838,h1n1 pandemic,pandemic,disease_disease
520294,1217,rain,flooding,gene_treat_procedure
521446,376,serum,porcine,gene_species
522461,1391,decontamination,right,treat_procedure_disease
523199,2129,vaccination,ferret,treat_procedure_species
523700,81,rna,cdna,disease_gene
523966,347,rna,blood,disease_disease
523975,356,antibody,goat anti-rabbit igg,gene_gene
523980,361,antibody,goat igg,gene_gene
524020,401,rna,extracted,disease_treat_procedure
525172,53,sirna,hiv 1,gene_species
525885,766,impact,quality of life,gene_symptom
525889,770,impact,quality of life,gene_symptom
526643,1524,inhalation therapy,application,treat_procedure_treat_procedure
526740,1621,treatment,patient,treat_procedure_species
526835,1716,treatment,patient,treat_procedure_species
