,Unnamed: 0.1,subject,object,new_relation
2207669,1075,lymphopenia,neutrophilia,disease_disease
2207675,1081,lymphopenia,neutrophilia,disease_disease
2207678,1084,lymphopenia,neutrophilia,disease_disease
2210035,683,damage,disease,gene_disease
2213524,90,interstitial pneumonia,vasculitis,disease_disease
2213540,106,pneumonia,vasculitis,disease_disease
2213553,119,interstitial pneumonia,vasculitis,disease_disease
2213575,141,pneumonia,vasculitis,disease_disease
2214962,1528,human bocavirus,detected,disease_treat_procedure
2214965,1531,bocavirus,detected,disease_treat_procedure
2214972,1538,coronavirus,detected,disease_treat_procedure
2215518,2084,infection,detected,disease_treat_procedure
2220072,227,diabetes,disease,disease_disease
2220080,235,diabetes,disease,disease_disease
2221449,302,supplementation,pneumonia,treat_procedure_disease
2223792,739,erythrocyte,platelet,gene_gene
2223798,745,erythrocyte,platelet,gene_gene
2223802,749,he,treatment,disease_treat_procedure
2223814,761,he,stabilization,disease_treat_procedure
2223822,769,he,treatment,disease_treat_procedure
2223840,787,he,demand,disease_treat_procedure
2226320,1647,men,recruitment,gene_disease
2226359,29,men,men,gene_gene
2226443,113,men,men,gene_gene
2226925,595,men,men,gene_gene
2226934,604,men,men,gene_gene
2230622,884,infection,influenza virus,disease_disease
2230899,1161,diabetes,supplementation,disease_treat_procedure
2231216,1478,obesity,disease,disease_disease
2231217,1479,obesity,systemic disease,disease_disease
2231221,1483,obesity,inflammatory disease,disease_disease
2231909,2171,fever,symptom,symptom_symptom
2232202,2464,fever,nausea,symptom_symptom
2232685,392,presence,disease,treat_procedure_disease
2232686,393,presence,disease,treat_procedure_disease
2233529,1236,fibrinogen,coagulopathy,gene_disease
2233539,1246,disease,hemophilia,disease_disease
2240082,487,consumption,detected,disease_treat_procedure
2240310,715,disease,coronavirus,disease_disease
2240312,717,disease,coronavirus,disease_disease
2240313,718,infectious disease,coronavirus,disease_disease
2240324,729,infectious disease,coronavirus,disease_disease
2240405,810,task,task,gene_gene
2240416,821,task,task,gene_gene
2240418,823,task,task,gene_gene
2240419,824,task,task,gene_gene
2241038,154,virus,task,disease_gene
2241621,737,hermaphroditism,fish,disease_gene
2242003,1119,presence,pituitary,treat_procedure_disease
2242065,1181,presence,release,treat_procedure_treat_procedure
2242131,1247,presence,pituitary,treat_procedure_disease
2242147,1263,presence,fish,treat_procedure_gene
2242341,1457,spermatogonia,fish,gene_gene
2246483,2103,infection,impact,disease_gene
2248167,21,impact,c d,gene_treat_procedure
2249331,1185,immunization,prophylaxis,treat_procedure_treat_procedure
2257322,668,inoculation,elevation,treat_procedure_treat_procedure
2259062,526,capillaritis,liver,disease_disease
2259279,743,he,mucositis,disease_disease
2259301,765,consolidation,mucositis,disease_disease
2259526,990,damage,capillaritis,gene_disease
2260161,1625,coagulation,damage,treat_procedure_gene
2260736,2200,infection,end,disease_gene
2263766,570,virus,body,disease_gene
2263809,613,cell,cell,gene_gene
2263942,746,virus,expression,disease_treat_procedure
2263963,767,virus,expression,disease_treat_procedure
2265360,2164,nutritional support,active treatment,treat_procedure_treat_procedure
2265362,2166,nutritional support,active treatment,treat_procedure_treat_procedure
2265371,2175,nutritional support,treatment,treat_procedure_treat_procedure
2265377,2181,nutritional support,treatment,treat_procedure_treat_procedure
2270315,280,vacuole,cytosol,gene_gene
2270382,347,enlargement,fusion,treat_procedure_treat_procedure
2273317,10,combination therapy,azithromycin,treat_procedure_drug
2276561,3254,treatment,physical therapy,treat_procedure_treat_procedure
2276580,3273,treatment,therapy,treat_procedure_treat_procedure
2276864,3557,brain,infection,disease_disease
2276932,3625,demyelinating disease,coronaviruses,disease_disease
2276933,3626,demyelinating disease,coronaviruses,disease_disease
2276936,3629,demyelinating disease,coronaviruses,disease_disease
2276939,3632,administration,demyelinating disease,treat_procedure_disease
2276942,3635,demyelinating disease,coronaviruses,disease_disease
2277168,3861,inoculation,encephalitis,treat_procedure_disease
2277359,4052,syndrome,weakness,disease_symptom
2277604,53,condition,subgroup,disease_disease
2277718,167,infection,coronaviruses,disease_disease
2277729,178,infection,coronaviruses,disease_disease
2278043,492,infection,coronaviruses,disease_disease
2282322,199,acute respiratory distress syndrome,systemic inflammatory response syndrome,disease_disease
2283561,1438,gammacoronaviruses,specie,disease_species
2284461,2338,act,all,gene_gene
2285076,26,diffuse alveolar damage,pneumonia,disease_disease
2285085,35,diffuse alveolar damage,acute pneumonia,disease_disease
2285089,39,damage,pneumonia,gene_disease
2285092,42,diffuse alveolar damage,acute pneumonia,disease_disease
2285094,44,diffuse alveolar damage,pneumonia,disease_disease
2285095,45,damage,acute pneumonia,gene_disease
2285101,51,damage,pneumonia,gene_disease
2285108,58,damage,acute pneumonia,gene_disease
2285312,262,recruitment,immunopathology,disease_disease
2286069,1019,administration,reduction,treat_procedure_treat_procedure
2289865,1373,reduction,finding,treat_procedure_symptom
2292280,1157,infection,disorder,disease_disease
2295989,222,fever,diarrhea,symptom_symptom
2295990,223,fever,diarrhea,symptom_symptom
2295994,227,fever,diarrhea,symptom_symptom
2295996,229,fever,diarrhea,symptom_symptom
2296472,705,coronavirus,body,disease_gene
2297055,1288,fever,cough,symptom_symptom
2297058,1291,fever,shortness of breath,symptom_symptom
2299088,1735,syphilis,rare,disease_gene
2299933,730,he,virus,disease_disease
2299936,733,he,virus,disease_disease
2300303,1100,she,acute kidney injury,gene_disease
2300305,1102,she,hemodialysis,gene_treat_procedure
2300310,1107,she,acute kidney injury,gene_disease
2300312,1109,she,coagulation,gene_treat_procedure
2300315,1112,she,disseminated intravascular coagulation,gene_disease
2301770,957,consumption,demand,disease_treat_procedure
2302662,1849,u,genome,disease_gene
2304495,1428,virus,viral infection,disease_disease
2304497,1430,virus,infection,disease_disease
2305679,1173,app,end,gene_gene
2306560,451,pain,arthralgia,symptom_symptom
2306563,454,joint pain,arthralgia,symptom_symptom
2306564,455,pain,arthralgia,symptom_symptom
2306567,458,pain,rash,symptom_symptom
2306568,459,pain,arthritis,symptom_disease
2306570,461,pain,headache,symptom_symptom
2306571,462,joint pain,headache,symptom_symptom
2306575,466,joint pain,sore throat,symptom_disease
2306577,468,joint pain,arthritis,symptom_disease
2306578,469,joint pain,headache,symptom_symptom
2306580,471,joint pain,arthralgia,symptom_symptom
2306583,474,joint pain,rash,symptom_symptom
2306584,475,joint pain,rash,symptom_symptom
2306585,476,pain,headache,symptom_symptom
2306586,477,pain,sore throat,symptom_disease
2306588,479,joint pain,arthritis,symptom_disease
2306590,481,pain,arthritis,symptom_disease
2306591,482,joint pain,sore throat,symptom_disease
2306592,483,pain,sore throat,symptom_disease
2306593,484,pain,rash,symptom_symptom
2308895,1120,disease,fever,disease_symptom
2308911,1136,fever,symptom,symptom_symptom
2308915,1140,disease,fever,disease_symptom
2309145,1370,syndrome,rare,disease_gene
2312709,2894,expression,antibody,treat_procedure_gene
2312711,2896,expression,antibody,treat_procedure_gene
2312714,2899,expression,antibody,treat_procedure_gene
2312724,2909,expression,antibody,treat_procedure_gene
2312761,2946,expression,end,treat_procedure_gene
2313209,294,transmembrane glycoprotein,viral envelope,gene_gene
2313214,299,transmembrane glycoprotein,envelope,gene_gene
2313279,364,protein,cleaved,gene_gene
2314120,1205,virus,isolation,disease_treat_procedure
2314126,1211,virus,isolation,disease_treat_procedure
2314679,1764,protein,cleaved,gene_gene
2315379,583,coronavirus,detected,disease_treat_procedure
2316149,1353,disease,diarrhea,disease_symptom
2316153,1357,disease,diarrhea,disease_symptom
2321165,865,pneumonia,fever,disease_symptom
2323071,785,neuropathy,finding,disease_symptom
2323072,786,autonomic neuropathy,finding,disease_symptom
2323323,1037,diabetes,clearance,disease_treat_procedure
2323324,1038,diabetes,clearance,disease_treat_procedure
2325988,1578,n,coronaviruses,treat_procedure_disease
2328288,138,hypertension,diabetes,disease_disease
2328300,150,hypertension,obesity,disease_disease
2328301,151,hypertension,lung disease,disease_disease
2328302,152,hypertension,interstitial lung disease,disease_disease
2328304,154,hypertension,interstitial lung disease,disease_disease
2328307,157,hypertension,renal failure,disease_disease
2328311,161,hypertension,obesity,disease_disease
2328318,168,hypertension,diabetes,disease_disease
2328319,169,hypertension,renal failure,disease_disease
2328321,171,hypertension,lung disease,disease_disease
2328367,217,he,treatment,disease_treat_procedure
2328414,264,he,extubated,disease_treat_procedure
2328540,390,myalgia,sore throat,symptom_disease
2328541,391,fatigue,myalgia,symptom_symptom
2328545,395,dry,myalgia,symptom_symptom
2328550,400,myalgia,sore throat,symptom_disease
2328551,401,myalgia,headache,symptom_symptom
2328554,404,myalgia,sore throat,symptom_disease
2328555,405,cough,myalgia,symptom_symptom
2328562,412,myalgia,headache,symptom_symptom
2328564,414,myalgia,sore throat,symptom_disease
2328565,415,fever,myalgia,symptom_symptom
2328570,420,myalgia,headache,symptom_symptom
2328583,433,myalgia,sore throat,symptom_disease
2328586,436,myalgia,sore throat,symptom_disease
2328587,437,myalgia,headache,symptom_symptom
2328592,442,myalgia,headache,symptom_symptom
2328597,447,myalgia,headache,symptom_symptom
2328600,450,myalgia,headache,symptom_symptom
2328610,460,myalgia,sore throat,symptom_disease
2328614,464,myalgia,headache,symptom_symptom
2328615,465,myalgia,sore throat,symptom_disease
2328626,476,disease,respiratory failure,disease_disease
2329886,1736,he,shortness of breath,disease_symptom
2329915,1765,he,shortness of breath,disease_symptom
2329964,1814,atrial fibrillation,rapid ventricular response,disease_disease
2330008,1858,he,diarrhea,disease_symptom
2330037,1887,co-infections,infection,disease_disease
2330039,1889,co-infections,influenza,disease_disease
2330040,1890,co-infections,bacterial infection,disease_disease
2331022,455,guidance,guidance,treat_procedure_treat_procedure
2334585,608,finding,release,symptom_treat_procedure
2335034,1057,treatment,application,treat_procedure_treat_procedure
2336540,521,presence,presence,treat_procedure_treat_procedure
2336541,522,presence,presence,treat_procedure_treat_procedure
2336543,524,presence,presence,treat_procedure_treat_procedure
2336548,529,presence,presence,treat_procedure_treat_procedure
2337085,1066,wave,induction,gene_treat_procedure
2337617,1598,positioning,antibody,treat_procedure_gene
2337622,1603,positioning,antibody,treat_procedure_gene
2340010,1276,hypertension,diabetes,disease_disease
2340023,1289,hypertension,diabetes,disease_disease
2340033,1299,hypertension,diabetes,disease_disease
2340114,1380,lymphopenia,disease progression,disease_disease
2340316,1582,virus,detected,disease_treat_procedure
2341007,636,disease,fever,disease_symptom
2341008,637,disease,fever,disease_symptom
2341438,1067,virus,sick,disease_symptom
2344449,553,respiratory distress syndrome,respiratory failure,disease_disease
2344456,560,acute respiratory distress syndrome,respiratory failure,disease_disease
2344472,576,cough,fever,symptom_symptom
2344473,577,dry cough,fever,symptom_symptom
2344571,675,diabetes,pulmonary fibrosis,disease_disease
2344719,823,damage,hypertension,gene_disease
2344809,913,damage,brain,gene_disease
2344890,994,nephropathy,hypertension,disease_disease
2344937,1041,hyperglycaemia,damage,disease_gene
2345262,1366,damage,adiposity,gene_disease
2346037,120,infection,influenza,disease_disease
2346044,127,influenza,obesity,disease_disease
2347170,1253,virus,pace,disease_gene
2347172,1255,virus,pace,disease_gene
2347534,1617,sex,change,gene_treat_procedure
2348086,420,coinfection,virus,disease_disease
2354629,840,impact,drug,gene_drug
2356685,43,application,surgery,treat_procedure_treat_procedure
2358011,1369,dengue hemorrhagic fever,dengue shock syndrome,disease_disease
2358012,1370,dengue fever,disease,disease_disease
2358013,1371,dengue hemorrhagic fever,disease,disease_disease
2358014,1372,dengue fever,disease,disease_disease
2358015,1373,dengue hemorrhagic fever,dengue shock syndrome,disease_disease
2358016,1374,dengue fever,dengue shock syndrome,disease_disease
2358017,1375,dengue fever,dengue shock syndrome,disease_disease
2358018,1376,dengue hemorrhagic fever,dengue shock syndrome,disease_disease
2358019,1377,dengue hemorrhagic fever,disease,disease_disease
2358020,1378,dengue fever,dengue shock syndrome,disease_disease
2359524,1109,virus,endosome,disease_gene
2359531,1116,endosome,disease,gene_disease
2359535,1120,endosome,disease,gene_disease
2361157,208,he,rain,disease_gene
2361158,209,he,calm,disease_gene
2361785,836,disease,coronavirus,disease_disease
2361827,878,diarrhea,nausea,symptom_symptom
2361854,905,diarrhea,heartburn,symptom_symptom
2361859,910,diarrhea,vomiting,symptom_symptom
2361865,916,diarrhea,discomfort,symptom_symptom
2361868,919,diarrhea,abdominal discomfort,symptom_symptom
2362064,1115,detection,isolation,treat_procedure_treat_procedure
2362085,1136,detection,treatment,treat_procedure_treat_procedure
2362088,1139,detection,isolation,treat_procedure_treat_procedure
2362092,1143,detection,treatment,treat_procedure_treat_procedure
2362112,1163,anorexia,nausea,disease_symptom
2366419,1495,reimplantation,radiation therapy,treat_procedure_treat_procedure
2366566,1642,ovarian suppression,procedure,treat_procedure_treat_procedure
2368912,492,infiltration,lung,treat_procedure_disease
2369090,670,coronaviruses,detection,disease_treat_procedure
2369119,699,coronaviruses,interferon regulatory factor 3,disease_gene
2369411,991,finding,neutropenia,symptom_disease
2369870,1450,coagulation,pulmonary congestion,treat_procedure_disease
2369880,1460,disseminated intravascular coagulation,pulmonary congestion,disease_disease
2372911,4491,expression,expression,treat_procedure_treat_procedure
2373008,4588,expression,expression,treat_procedure_treat_procedure
2374283,5863,treatment,damage,treat_procedure_gene
2374853,282,coagulation,organ failure,treat_procedure_symptom
2374860,289,coagulation,organ failure,treat_procedure_symptom
2374866,295,coagulation,organ failure,treat_procedure_symptom
2377917,351,meningoencephalomyelitis,vasculitis,disease_disease
2377921,355,meningoencephalomyelitis,vasculitis,disease_disease
2377971,405,lung,feline coronavirus,disease_disease
2377977,411,lung,coronavirus,disease_disease
2377979,413,lung,coronavirus,disease_disease
2377987,421,lung,herpesvirus,disease_disease
2377990,424,lung,feline coronavirus,disease_disease
2377991,425,lung,herpesvirus,disease_disease
2377997,431,lung,encephalitis virus,disease_disease
2378009,443,lung,feline herpesvirus,disease_disease
2378015,449,lung,feline herpesvirus,disease_disease
2378200,634,cat,12,gene_gene
2380997,512,she,infection,gene_disease
2381002,517,she,cross infection,gene_disease
2381362,877,corticosteroid therapy,clearance,treat_procedure_treat_procedure
2381376,891,therapy,clearance,treat_procedure_treat_procedure
2381390,905,corticosteroid therapy,clearance,treat_procedure_treat_procedure
2381455,970,adjunctive therapy,clearance,treat_procedure_treat_procedure
2381466,981,therapy,clearance,treat_procedure_treat_procedure
2383566,780,u,intervention,disease_treat_procedure
2384226,1440,face,neck,disease_gene
2384229,1443,face,neck,disease_gene
2386063,1140,presence,detection,treat_procedure_treat_procedure
2388075,1626,respiratory distress syndrome,organ failure,disease_symptom
2388133,1684,acute respiratory distress syndrome,organ failure,disease_symptom
2388256,1807,vaccination,end,treat_procedure_gene
2391332,680,obesity,condition,disease_disease
2394162,575,isolation,specie,treat_procedure_species
2395573,1986,artery disease,protein,disease_gene
2396192,252,n,demand,treat_procedure_treat_procedure
2400975,1520,infection,infection,disease_disease
2402429,1320,obesity,liver disease,disease_disease
2405728,135,rhinovirus,infection,disease_disease
2405748,155,rhinovirus,viral infection,disease_disease
2406084,491,pain,symptom,symptom_symptom
2407394,302,reduction,reduction,treat_procedure_treat_procedure
2411657,1137,same,show,disease_species
2411679,1159,virus,infectious,disease_disease
2412026,1506,coronaviruses,porcine epidemic diarrhea virus,disease_disease
2413046,133,protein,coronavirus,gene_disease
2413327,414,parainfluenza virus,vaccination,disease_treat_procedure
2413702,789,syndrome,rare disorder,disease_disease
2413714,801,syndrome,disorder,disease_disease
2413730,817,syndrome,congenital disorder,disease_disease
2415471,2558,reduction,expression,treat_procedure_treat_procedure
2415579,2666,disorder,stiffness,disease_symptom
2415784,2871,membrane,antibody,gene_gene
2415788,2875,membrane,antibody,gene_gene
2416113,252,mouse,mouse,gene_gene
2421280,1629,best,infection,gene_disease
2421778,2127,delivery,removal,treat_procedure_treat_procedure
2423461,1459,pneumonia,lung disease,disease_disease
2424497,1033,u,task,disease_gene
2425254,1790,she,fever,gene_symptom
2427497,1204,vaccination,infection,treat_procedure_disease
2427556,1263,vaccination,infection,treat_procedure_disease
2427559,1266,infection,detected,disease_treat_procedure
2427568,1275,infection,detected,disease_treat_procedure
2427612,1319,infection,detected,disease_treat_procedure
2428345,159,type,surgery,gene_treat_procedure
2428437,251,type,surgery,gene_treat_procedure
2428849,663,treatment,total thyroidectomy,treat_procedure_treat_procedure
2428853,667,treatment,thyroidectomy,treat_procedure_treat_procedure
2428931,745,breast abscess,revision,disease_treat_procedure
2428968,782,cancer treatment,treatment,treat_procedure_treat_procedure
2429073,887,therapy,rehabilitation,treat_procedure_treat_procedure
2431754,2039,he,dyspnea,disease_symptom
2431836,2121,dyspnea,cough,symptom_symptom
2431837,2122,dyspnea,fever,symptom_symptom
2431839,2124,dyspnea,fever,symptom_symptom
2431841,2126,dyspnea,cough,symptom_symptom
2431847,2132,dyspnea,fever,symptom_symptom
2431851,2136,he,dyspnea,disease_symptom
2431854,2139,dyspnea,cough,symptom_symptom
2431858,2143,dyspnea,cough,symptom_symptom
2431859,2144,dyspnea,fever,symptom_symptom
2432359,431,virus,infectious,disease_disease
2432729,801,nausea,dizziness,symptom_symptom
2432733,805,nausea,diarrhea,symptom_symptom
2432734,806,nausea,diarrhea,symptom_symptom
2432738,810,nausea,dizziness,symptom_symptom
2432741,813,nausea,dizziness,symptom_symptom
2432743,815,nausea,diarrhea,symptom_symptom
2432747,819,nausea,dizziness,symptom_symptom
2432753,825,nausea,diarrhea,symptom_symptom
2432754,826,nausea,diarrhea,symptom_symptom
2432755,827,nausea,dizziness,symptom_symptom
2432756,828,nausea,diarrhea,symptom_symptom
2432757,829,nausea,dizziness,symptom_symptom
2432759,831,nose,nausea,disease_symptom
2435169,1883,task,fusion,gene_treat_procedure
2435173,1887,set,presence,gene_treat_procedure
2435210,1924,task,fusion,gene_treat_procedure
2436064,741,presence,liver,treat_procedure_disease
2436358,1035,recruitment,release,disease_treat_procedure
2436359,1036,recruitment,release,disease_treat_procedure
2436369,1046,recruitment,release,disease_treat_procedure
2437786,803,men,hypogonadism,gene_disease
2442145,1877,viral pneumonia,acute respiratory distress syndrome,disease_disease
2443043,2775,presence,non invasive ventilation,treat_procedure_treat_procedure
2443402,345,n,surgical treatment,treat_procedure_treat_procedure
2443440,383,n,treatment,treat_procedure_treat_procedure
2444437,1380,tube,tube,gene_gene
2446034,1008,bronchiolitis,presence,disease_treat_procedure
2446902,267,treatment,infection,treat_procedure_disease
2446904,269,treatment,infection,treat_procedure_disease
2447631,996,esophagitis,abdominal pain,disease_symptom
2447640,1005,esophagitis,pain,disease_symptom
2447647,1012,esophagitis,neck pain,disease_symptom
2447789,1154,immunization schedule,induction,treat_procedure_treat_procedure
2449072,757,dry cough,fever,symptom_symptom
2449074,759,cough,fever,symptom_symptom
2454789,420,he,neuromyopathy,disease_disease
2457514,1774,application,u,treat_procedure_disease
2458972,996,she,urticaria,gene_disease
2458984,1008,she,bacteremia,gene_disease
2458996,1020,she,sedation,gene_treat_procedure
2459026,1050,she,sedation,gene_treat_procedure
2459243,1267,u,trade,disease_gene
2459411,1435,u,trade,disease_gene
2459568,1592,pneumonia,acute respiratory distress syndrome,disease_disease
2459569,1593,fatigue,respiratory distress syndrome,symptom_disease
2459576,1600,fatigue,acute respiratory distress syndrome,symptom_disease
2459578,1602,fatigue,respiratory distress syndrome,symptom_disease
2459581,1605,fatigue,acute respiratory distress syndrome,symptom_disease
2459598,1622,disease,dyspnea,disease_symptom
2459623,1647,disease,respiratory failure,disease_disease
2459916,1940,coronaviruses,infectious,disease_disease
2461834,1895,arthritis,autoimmune disease,disease_disease
2461836,1897,arthritis,chronic disease,disease_disease
2461844,1905,arthritis,disease,disease_disease
2463071,1224,biliary cirrhosis,chronic disease,disease_disease
2463073,1226,cirrhosis,chronic disease,disease_disease
2463078,1231,cirrhosis,disease,disease_disease
2463080,1233,biliary cirrhosis,disease,disease_disease
2463082,1235,biliary cirrhosis,autoimmune disease,disease_disease
2463083,1236,cirrhosis,autoimmune disease,disease_disease
2470614,507,virus,discussion,disease_treat_procedure
2470665,558,virus,discussion,disease_treat_procedure
2471880,342,aspiration,injection,treat_procedure_treat_procedure
2472366,828,virus,body,disease_gene
2473592,527,presence,cope,treat_procedure_gene
2474158,1093,light,virus,gene_disease
2474163,1098,light,virus,gene_disease
2477403,294,demand,demand,treat_procedure_treat_procedure
2477992,883,n,n,treat_procedure_treat_procedure
2479651,613,nm,mass,disease_gene
2484219,583,virus,sick,disease_symptom
2484509,873,gall bladder,12,disease_gene
2484566,930,chemotherapy,immunosuppression,treat_procedure_disease
2484658,1022,immunosuppression,chemotherapy,disease_treat_procedure
2486814,69,syndrome,respiratory distress,disease_symptom
2486822,77,clinical syndrome,respiratory distress,disease_symptom
2486842,97,syndrome,respiratory distress,disease_symptom
2486873,128,syndrome,illness,disease_symptom
2486937,192,clinical syndrome,illness,disease_symptom
2486959,214,clinical syndrome,illness,disease_symptom
2486987,242,clinical syndrome,respiratory distress,disease_symptom
2487007,262,syndrome,illness,disease_symptom
2487029,284,fever,cough,symptom_symptom
2488048,1303,dyspnea,fatigue,symptom_symptom
2488049,1304,dyspnea,fatigue,symptom_symptom
2488298,1553,anticoagulant therapy,elevation,treat_procedure_treat_procedure
2490443,128,mechanical ventilation,r,treat_procedure_disease
2490855,540,she,fever,gene_symptom
2491413,1098,expression,expression,treat_procedure_treat_procedure
2491415,1100,expression,expression,treat_procedure_treat_procedure
2491971,141,mg,release,disease_treat_procedure
2492153,323,treatment,lung inflammation,treat_procedure_disease
2493913,514,change,impact,treat_procedure_gene
2495451,1184,impact,type,gene_gene
2501253,996,n,step,treat_procedure_gene
2501278,1021,n,f,treat_procedure_disease
2507077,1300,cough,infection,symptom_disease
2507080,1303,cough,myalgia,symptom_symptom
2507091,1314,cough,infection,symptom_disease
2507103,1326,cough,myalgia,symptom_symptom
2507115,1338,cough,infection,symptom_disease
2507117,1340,cough,infection,symptom_disease
2507124,1347,cough,myalgia,symptom_symptom
2507127,1350,cough,myalgia,symptom_symptom
2507152,1375,presence,pneumocytes,treat_procedure_gene
2508643,1189,diabetes,hyperglycemia,disease_disease
2510615,3161,aim,impact,gene_gene
2512535,3,treatment,intervention,treat_procedure_treat_procedure
2512767,235,condition,antibody,disease_gene
2512770,238,condition,monoclonal antibody,disease_drug
2512881,349,she,fatigued,gene_symptom
2512885,353,she,elevated temperature,gene_symptom
2512924,392,therapy,itchy rash,treat_procedure_disease
2512925,393,therapy,rash,treat_procedure_symptom
2513006,474,she,pancytopenia,gene_disease
2516353,432,change,disease,treat_procedure_disease
2517247,1326,disease,inflammatory disease,disease_disease
2517250,1329,disease,disease,disease_disease
2517257,1336,pulmonary disease,disease,disease_disease
2517273,1352,obstructive pulmonary disease,inflammatory disease,disease_disease
2517275,1354,obstructive pulmonary disease,disease,disease_disease
2517321,1400,obstructive disease,inflammatory disease,disease_disease
2517323,1402,pulmonary disease,inflammatory disease,disease_disease
2517337,1416,obstructive disease,disease,disease_disease
2524582,81,application,application,treat_procedure_treat_procedure
2524657,156,men,cough,gene_symptom
2525183,682,chest pain,ischemia,symptom_treat_procedure
2525435,934,syndrome,viral disease,disease_disease
2525500,999,syndrome,respiratory disease,disease_disease
2525532,1031,syndrome,disease,disease_disease
2525804,1303,oxygen therapy,mechanical ventilation,treat_procedure_treat_procedure
2525805,1304,oxygen therapy,mechanical ventilation,treat_procedure_treat_procedure
2525814,1313,oxygen therapy,mechanical ventilation,treat_procedure_treat_procedure
2525817,1316,oxygen therapy,mechanical ventilation,treat_procedure_treat_procedure
2528930,165,she,infection,gene_disease
2531188,369,mask,dry,gene_symptom
2534579,1674,rheumatoid arthritis,arthritis,disease_disease
2534695,1790,arthritis,rheumatoid arthritis,disease_disease
2534718,1813,conservative management,treatment,treat_procedure_treat_procedure
2534783,1878,arthritis,arthritis,disease_disease
2534807,1902,conservative management,treatment,treat_procedure_treat_procedure
2534814,1909,rheumatoid arthritis,rheumatoid arthritis,disease_disease
2536104,1219,mouse,injection,gene_treat_procedure
2536114,1229,mouse,mouse,gene_gene
2536131,1246,mouse,intraperitoneal injection,gene_treat_procedure
2536339,1454,liquid,red,treat_procedure_gene
2538875,2006,cell membrane,cell wall,gene_gene
2538950,2081,treatment protocol,task,treat_procedure_gene
2539862,709,therapy,treatment,treat_procedure_treat_procedure
2541590,33,she,set,gene_gene
2542450,893,act,creation,gene_treat_procedure
2542506,949,act,creation,gene_treat_procedure
2544269,1199,cell,thymus,gene_disease
2544273,1203,cellular component,thymus,gene_disease
2544434,1364,expression,thymus,treat_procedure_disease
2544921,1851,expression,lymphocyte,treat_procedure_gene
2545737,349,immunization,induction,treat_procedure_treat_procedure
2545766,378,immunization,induction,treat_procedure_treat_procedure
2545797,409,immunization,induction,treat_procedure_treat_procedure
2545810,422,immunization,induction,treat_procedure_treat_procedure
2545917,529,immunization,vaccination,treat_procedure_treat_procedure
2548385,2997,administration,allergic asthma,treat_procedure_disease
2548395,3007,administration,asthma,treat_procedure_disease
2548407,3019,nasal administration,asthma,treat_procedure_disease
2548412,3024,nasal administration,allergic asthma,treat_procedure_disease
2550410,1254,fit,filtration,symptom_treat_procedure
2550423,1267,mask,mask,gene_gene
2551617,1023,migraine,migraine,disease_disease
2551622,1028,migraine,aura,disease_gene
2551629,1035,migraine,migraine without aura,disease_disease
2552065,258,u,u,disease_disease
2553934,317,cough,lung disease,symptom_disease
2553936,319,cough,dyspnea on exertion,symptom_symptom
2553937,320,cough,fever,symptom_symptom
2553939,322,cough,dyspnea,symptom_symptom
2553940,323,cough,dyspnea on exertion,symptom_symptom
2553942,325,cough,chest pain,symptom_symptom
2553943,326,cough,chest pain,symptom_symptom
2553944,327,cough,fever,symptom_symptom
2553946,329,cough,dyspnea,symptom_symptom
2554287,670,treatment,regression,treat_procedure_disease
2554292,675,treatment,regression,treat_procedure_disease
2554296,679,sarcoidosis,granulomatous disease,disease_disease
2554304,687,sarcoidosis,disease,disease_disease
2554318,701,sarcoidosis,hilar adenopathy,disease_disease
2554320,703,sarcoidosis,adenopathy,disease_disease
2554322,705,sarcoidosis,bilateral hilar adenopathy,disease_disease
2554412,795,fever,dry cough,symptom_symptom
2554415,798,fever,cough,symptom_symptom
2554416,799,fever,dry cough,symptom_symptom
2554421,804,fever,fatigue,symptom_symptom
2554423,806,fever,cough,symptom_symptom
2554426,809,fever,fatigue,symptom_symptom
2554661,1044,dyspnea,infection,symptom_disease
2554662,1045,dyspnea,infection,symptom_disease
2554669,1052,dyspnea,infection,symptom_disease
2554670,1053,dyspnea,infection,symptom_disease
2554790,1173,tuberculoma,disease,disease_disease
2554797,1180,tuberculoma,abscess,disease_disease
2554803,1186,tuberculoma,disease,disease_disease
2554809,1192,tuberculoma,abscess,disease_disease
2554810,1193,tuberculoma,cerebritis,disease_disease
2554811,1194,tuberculoma,cerebritis,disease_disease
2555286,1669,disorder,weakness,disease_symptom
2555288,1671,autoimmune disorder,weakness,disease_symptom
2556224,2607,acute respiratory distress syndrome,pneumonia,disease_disease
2556257,2640,respiratory distress syndrome,pneumonia,disease_disease
2558461,1706,condition,past,disease_gene
2558646,142,she,supervision,gene_treat_procedure
2563664,660,reduction,therapy,treat_procedure_treat_procedure
2563969,965,fever,myalgia,symptom_symptom
2563971,967,fever,fatigue,symptom_symptom
2563972,968,fever,fatigue,symptom_symptom
2563976,972,fever,fatigue,symptom_symptom
2563977,973,fever,myalgia,symptom_symptom
2563978,974,fever,myalgia,symptom_symptom
2564062,1058,impact,polyarthralgias,gene_disease
2564339,1335,splenocytes,elevation,gene_treat_procedure
2567736,5,virus,brain,disease_disease
2568034,303,virus,brain,disease_disease
2568035,304,release,infection,treat_procedure_disease
2568081,350,release,infection,treat_procedure_disease
2568656,925,airway disease,encephalitis,disease_disease
2568907,1176,damage,respiratory failure,gene_disease
