,Unnamed: 0.1,subject,object,new_relation
8350,8396,rt-pcr assay,h1n1 virus,be_related_with
8360,8407,symptom,edema,be_related_with
8362,8409,participant,age,be_related_with
8371,8418,disease,idaho,be_in
8374,8421,s. suis infection,hunter,be_in
8375,8422,fungi,ulcer,be_related_with
8376,8423,s.,major,be_related_with
8378,8425,pandemic,spain,be_in
8381,8428,r0,contagious,be_related_with
8383,8430,qbd,congestion,be_related_with
8386,8433,serum,fluid,be_related_with
8390,8437,indonesia,2009,be_related_with
8395,8442,4 °c,pb,be_in
8398,8445,spleen,infection,be_related_with
8399,8446,protein,hivd,be_related_with
8406,8453,\,coronavirus,transmit
8414,8461,rift valley fever,kenya,be_in
8417,8464,sgmrna 7,tgev,transmit
8427,8474,hcov-nl63,guangzhou,be_in
8428,8475,fungi,size,be_in
8433,8480,time,lung consolidation,be_related_with
8435,8482,human,uae,be_in
8437,8484,mutation,mhv,transmit
8444,8491,infection,herpes encephalitis,be_related_with
8446,8493,public health,u.s.,be_in
8447,8494,hong kong,beijing,be_in
8450,8497,monkey,africa,be_in
8456,8503,h1n1,specimen,be_in
8466,8513,disease progression,inflammation,be_related_with
8469,8516,b3,hiv-positive,be_related_with
8470,8517,symptom,malaria,be_related_with
8479,8526,georgetown university,washington,be_in
8484,8531,clearance,mbl ko,be_in
8486,8534,p16ink4a,serum,be_in
8487,8535,covs,respiratory tract disease,be_related_with
8490,8538,influenza strain,2009,be_related_with
8499,8547,cov,china,be_in
8501,8549,i,q,be_related_with
8504,8552,rpmv1,bp,be_related_with
8510,8558,thailand,2009,be_related_with
8513,8561,rotavirus,gastroenteritis,be_related_with
8522,8570,patient,chongqing three gorge central hospital,be_in
8527,8575,bat,coronavirus,transmit
8535,8583,peptide,fi,treat
8539,8587,route,infection,be_related_with
8545,8593,covid-19,covid-19,transmit
8547,8595,pandemic,australia,be_in
8555,8603,antibiotic therapy,pneumonia,be_related_with
8559,8607,flying fox,garut,be_in
8562,8610,illness,middle east respiratory syndrome coronavirus,be_related_with
8564,8612,respiratory syndrome,illness,be_related_with
8565,8613,time,ksa,be_in
8568,8616,sensitivity,bordetella pertussis,transmit
8574,8622,data,table 1,be_in
8583,8631,%,ebv,be_related_with
8584,8632,pathogen,united state,be_in
8585,8633,time,upper respiratory pathogen,be_related_with
8593,8641,specimen,h1n1,transmit
8605,8653,u51,sre,be_in
8606,8654,world health organization,covid-19,transmit
8607,8655,acute respiratory inflection,united state,be_in
8608,8656,patient,illness,be_related_with
8615,8663,examination,rhinitis,be_related_with
8622,8670,cvb,autoimmunity,be_related_with
8632,8680,health system,influenza,transmit
8634,8682,%,calf,be_in
8636,8684,vaccine,viral infection,be_related_with
8637,8685,fuckförbundet,sweden,be_in
8640,8688,cbo site,psychotherapy,be_related_with
8647,8695,patient,illness,be_related_with
8649,8697,malakoplakia,inflammatory,be_related_with
8653,8701,symptom,edema,be_related_with
8659,8707,sars-s,pcdna,be_in
8663,8711,adenovirus,febrile,be_related_with
8665,8713,rh protein,enterobacteria,be_in
8666,8714,child,age,be_related_with
8669,8717,prize,economics,be_in
8672,8720,membrane,poliovirus infection,be_related_with
8674,8722,debris,pneumonitis,be_related_with
8679,8727,parasuis,inflammation,be_related_with
8680,8728,covs,disease,be_related_with
8683,8731,outbreak,2004,be_in
8685,8733,complication,illness,be_related_with
8687,8735,flying fox,indonesia,be_in
8692,8740,infection,poliovirus,transmit
8701,8749,sensitivity,lower,be_related_with
8718,8766,symptom,cough,be_related_with
8720,8768,iota-carrageenan,itt,be_in
8722,8770,discovery,disease,be_related_with
8725,8773,mumps outbreak,united state,be_in
8727,8775,alteration,coronavirus spike glycoprotein,be_in
8749,8797,concept,pandemic,be_related_with
8750,8798,child,madang,be_in
8755,8803,group iii,infectious bronchitis virus,transmit
8756,8804,specimen,infection,be_related_with
8762,8810,blood,tissue,be_in
8766,8814,covid-19 outbreak,china,be_in
8770,8818,herpesviruses,disease,be_related_with
8773,8821,mup,scotland,be_in
8776,8824,america,association,be_related_with
8777,8825,age,infection,be_related_with
8786,8834,protein,tb,transmit
8789,8837,mouse,illness,be_related_with
8795,8843,pcr,hbov,be_related_with
8801,8849,mri,infarct,be_related_with
8802,8850,beijing,sars,transmit
8803,8851,assay,cidm,be_in
8811,8859,genbank,hcv,transmit
8812,8860,illness,severe,be_related_with
8814,8862,apoptosis,cns inflammation,be_related_with
8815,8863,ward,illness,be_related_with
8831,8879,child,illness,be_related_with
8836,8884,algorithm,svd,be_related_with
8838,8886,ae.aegypti,dengue fever,be_related_with
8841,8889,control group,anxiety,be_related_with
8855,8903,progressive conservative government,ontario,be_in
8856,8904,specimen,wu polyomavirus,be_related_with
8863,8911,yellow fever,america,be_in
8869,8917,japan,respiratory virus,transmit
8872,8920,use committee,prrsv,transmit
8873,8921,q16,critical,be_related_with
8877,8925,consistent,association,be_related_with
8879,8927,randomization,deficiency,be_related_with
8881,8929,fip,malaysia,be_in
8886,8934,vaccination,hct recipient,be_related_with
8898,8946,patient,group,be_in
8901,8950,symptom,fever,be_related_with
8907,8956,compound,blood,be_related_with
8910,8959,compound,blood,be_related_with
8913,8962,ar,equation 1,be_in
8919,8968,cell,bvdv,transmit
8921,8970,u,sars,transmit
8924,8973,covid-19 crisis,ucch,be_in
8926,8975,a/h1n1,australia,be_in
8928,8977,ipd,ontario,be_in
8929,8978,group,sars-cov challenge,be_related_with
8936,8985,apoptosis,influenza infection,be_related_with
8944,8993,alteration,coronavirus spike glycoprotein,be_in
8955,9004,rvf,east africa,be_in
8961,9010,cornerstone,pe,be_related_with
8965,9014,lung,bronchitis,be_related_with
8971,9020,s.,invasive disease,be_related_with
8972,9021,illness,hrv,be_related_with
8975,9024,wuhan province,china,be_in
8981,9030,acute respiratory illness,neonate,be_in
8986,9035,illness,pneumonia,be_related_with
8991,9040,gmt,lower,be_related_with
8996,9045,melioidosis,tuberculosis,be_related_with
9000,9049,ultrasound,thrombosis,be_related_with
9007,9056,min,ni2,be_in
9009,9058,illness,psychotic symptom,be_related_with
9012,9061,pathogen,disease,be_related_with
9017,9066,tnf-α,serum,be_in
9019,9068,%,respiratory insufficiency,be_related_with
9021,9070,recognition,infection,be_related_with
9025,9074,h5n1 virus,lung,be_related_with
9028,9077,u,adenovirus,transmit
9035,9084,epitope,p5,be_in
9040,9089,%,icu,be_related_with
9043,9092,%,pandemic,be_related_with
9047,9096,data,disease,be_related_with
9051,9100,microautophagy,mammalian cell,be_in
9052,9101,university medical center,new orleans,be_in
9057,9106,h5n1 virus,influenza virus,transmit
9058,9107,ii,icu,be_related_with
9060,9109,recognition,hanoi,be_in
9061,9110,plasmid,b,be_related_with
9064,9113,r0,high,be_related_with
9067,9116,infection,illness,be_related_with
9075,9124,outbreak,romania,be_in
9078,9127,program,pandemic,be_related_with
9085,9134,santa cruz,spain,be_in
9086,9135,palivizumab,disease,be_related_with
9091,9140,tissue,infection,be_related_with
9097,9146,wat,c,transmit
9098,9147,outbreak,vietnam,be_in
9109,9158,sample,hrv,be_related_with
9111,9160,pathogen,disease,be_related_with
9112,9161,n protein,elisa,be_in
9121,9170,marburg,disease,be_related_with
9128,9177,time,right,be_related_with
9135,9184,embolus,inflammation,be_related_with
9137,9186,rt-pcr,h5n1 virus,be_related_with
9140,9189,%,depression,be_related_with
9162,9212,symptom,distress syndrome,be_related_with
9164,9214,melioidosis,tuberculosis,be_related_with
9165,9215,palivizumab,disease,be_related_with
9166,9216,rsv,bocavirus,be_related_with
9169,9219,sanger institute,united kingdom,be_in
9175,9225,smith,influenza virus,transmit
9180,9230,rhinitis,asthma exacerbation,be_related_with
9187,9237,center,usa,be_in
9188,9238,%,obese,be_related_with
9190,9240,cell,hsv-1,transmit
9196,9247,taiwan,sars,transmit
9198,9249,acute respiratory illness,hrv,be_related_with
9199,9250,sensitivity,covid-19,transmit
9201,9252,national hospital,hanoi,be_in
9210,9261,china,infectious disease,be_related_with
9218,9269,transferrin,age,be_related_with
9230,9281,kitten,vaccinia virus,transmit
9241,9292,antibody,hiv infection,be_related_with
9243,9294,inflection,age,be_related_with
9249,9300,h1n1 influenza pandemic,mexico,be_in
9251,9302,cov-19,lung consolidation,be_related_with
9262,9313,adenovirus,pulmonary complication,be_related_with
9263,9314,outbreak,emerging disease,be_related_with
9266,9317,outbreak,russia,be_in
9268,9319,ramshaw,infertility,be_related_with
9270,9321,data,esrf,be_related_with
9277,9328,balb/c mouse,pneumonitis,be_related_with
9281,9332,epitope,disease,be_related_with
9284,9335,canada,respiratory virus,transmit
9287,9338,influenza vaccination,hct recipient,be_related_with
9289,9340,vaccine,viral infection,be_related_with
9293,9344,data,bd,be_related_with
9294,9345,lung,lower,be_related_with
9295,9346,debris,pneumonitis,be_related_with
9298,9349,dermatitis,inflammation,be_related_with
9301,9352,symptom,distress syndrome,be_related_with
9304,9355,variable,type,be_related_with
9306,9357,recognition,infection,be_related_with
9310,9361,influenza-like illness,ksa,be_in
9313,9364,infection,disease,be_related_with
9317,9368,apoptosis,cpe,be_related_with
9319,9370,infection,illness,be_related_with
9325,9376,outbreak,men,be_in
9330,9381,apoptosis,sars-cov infection,be_related_with
9335,9386,otitis medium,illness,be_related_with
9346,9397,pathogen,diarrhea,be_related_with
9347,9398,palivizumab,infectious disease,be_related_with
9368,9420,rt-pcr,mers-cov,be_related_with
9380,9432,%,vaccine,be_related_with
9382,9434,infection,mouse,transmit
9384,9436,ag,ea,transmit
9388,9440,emergency department,bergamo,be_in
9392,9445,influenza strain,2009,be_related_with
9394,9447,glacial acetic acid,pb,be_in
9395,9448,worldwide,hcv,transmit
9399,9452,vaccination,illness,be_related_with
9406,9459,sars,beijing,be_in
9408,9461,cdc,atlanta,be_in
9409,9462,time,upper respiratory pathogen,be_related_with
9419,9472,plt/plt mouse,infection,be_related_with
9420,9473,infection,disease,be_related_with
9422,9475,worldwide,rna virus,be_related_with
9430,9483,model,age,be_related_with
9437,9491,milieu,infection,be_related_with
9465,9519,vaccination,pulmonary eosinophilia,be_related_with
9467,9521,%,tgev,transmit
9479,9533,none,inflammation,be_related_with
9493,9547,case,encephalitis,be_related_with
9495,9549,cluster,em,be_related_with
9502,9556,research,disease,be_related_with
9505,9559,cord,hernia,be_related_with
9514,9568,i,lancet,be_related_with
9524,9579,membrane,tb,transmit
9529,9584,serum,mouse,transmit
9535,9590,data,public,be_related_with
9540,9595,fetus,congenital illness,be_related_with
9541,9596,\,sars-cov,transmit
9544,9599,influenza virus,madagascar,be_in
9546,9601,mhv infection,spleen,be_in
9556,9612,infection,group,be_in
9559,9615,illness,coronavirus,transmit
9560,9616,camel,hoa,be_in
9562,9618,covid-19 pandemic,northern ireland,be_in
9569,9625,infectious disease unit,florence,be_in
9572,9628,outbreak,emerging infectious disease,be_related_with
9578,9634,infection,colibacillosis,be_related_with
9584,9640,asparagine,epfp,be_in
9586,9642,control,mhv,transmit
9591,9647,symptom,covid-19,transmit
9593,9649,chikungunya virus,illness,be_related_with
9596,9652,neutrophil infiltration,influenza a virus,transmit
9605,9661,infection,illness,be_related_with
9613,9669,swab,influenza virus a,be_related_with
9616,9672,gm,sev,treat
9617,9673,gene,genome,be_in
9618,9674,person,britain,be_in
9628,9684,bat,china,be_in
9633,9689,australia,respiratory,transmit
9639,9695,recommendation,hct recipient,be_related_with
9647,9703,kitten,age,be_related_with
9650,9706,infection,influenza virus,transmit
9653,9709,onset,2009,be_related_with
9658,9714,hellp,anemia,be_related_with
9665,9721,control,covid-19,transmit
9668,9724,microbiota,gastrointestinal,be_related_with
9677,9733,protein,hsv-1,transmit
9679,9735,symptom,pain,be_related_with
9686,9742,symptom,rash,be_related_with
9691,9747,pcr,infectious agent,be_related_with
9694,9750,ang,inflammation,be_related_with
9695,9751,infection,respiratory,transmit
9713,9769,coronavirus disease 2019,covid-19,transmit
9715,9771,outbreak,infectious disease,be_related_with
9717,9773,case,tb,transmit
9718,9774,"5,6",henipavirus infection,be_related_with
9724,9780,use committee,prrsv,transmit
9735,9791,use committee,association,be_related_with
9749,9805,influenza a virus infection,mexico,be_in
9750,9806,genome,rna virus,be_related_with
9756,9812,nmr,dmso,be_in
9759,9815,patient,age,be_related_with
9761,9817,symptom,fever,be_related_with
9763,9819,microbial threat,united state,be_in
9766,9822,multiple sclerosis,italy,be_in
9769,9825,palivizumab,infectious disease,be_related_with
9776,9832,middle east respiratory syndrome coronavirus,syndrome,be_related_with
9779,9835,facemask,infection,be_related_with
9782,9838,symptom,disease,be_related_with
9791,9847,data,influenza pandemic,be_related_with
9796,9852,sensitivity,bordetella pertussis,transmit
9798,9854,parkinson,disease,be_related_with
9800,9856,turkey,wisconsin,be_in
9807,9863,recovery,lcm,transmit
9816,9872,virus,spleen,be_in
9828,9884,variable,scii,be_related_with
9833,9889,bli,bacterial pneumonia,be_related_with
9838,9894,association,israel,be_in
9847,9903,autophagy,disorder,be_related_with
9850,9906,max,depression,be_related_with
9855,9912,melioidosis,abscess,be_related_with
9861,9918,sgmrna 7,tgev,transmit
9869,9926,tissue,dehydrated,be_related_with
9878,9935,balb/c mouse,disease,be_related_with
9884,9941,frequency,blood,be_related_with
9897,9954,kipyv,sweden,be_in
9901,9958,patient,traumatic brain injury,be_related_with
9903,9960,dog,africa,be_in
9907,9964,severe acute respiratory syndrome,china,be_in
9912,9969,ha,canada,be_in
9915,9972,telehealth,burnout,be_related_with
9917,9974,person,netherlands,be_in
9922,9979,pathogen,pneumonia,be_related_with
9928,9985,epec,enteritis,be_related_with
9929,9986,lesion,pulmonary edema,be_related_with
9931,9988,adenovirus,disease,be_related_with
9934,9991,conclusion,influenza virus infection,be_related_with
9935,9992,protein,pneumonitis,be_related_with
9936,9993,data,hrv-c,be_related_with
9939,9996,gliosis,cortex,be_in
9954,10011,pandemic,france,be_in
9961,10018,camel husbandry,saudi arabia,be_in
9966,10023,lysine,influenza virus strain,be_in
9968,10025,sirnas,flavivirus,transmit
9970,10027,qbd,injury,be_related_with
9974,10031,lockdown,wuhan,be_in
9977,10034,infection,hsv,transmit
9981,10038,virus,illness,be_related_with
9988,10045,time,ebv,be_related_with
9998,10055,s. suis infection,hunter,be_in
10002,10059,symptom,sars,transmit
10003,10060,sars,china,be_in
10010,10068,princess margaret hospital,hong kong,be_in
10013,10071,burden,lung,be_related_with
10017,10075,pandemic,utah,be_in
10022,10081,yf3,flavivirus,transmit
10029,10088,expert,ganciclovir-associated neutropenia,be_related_with
10030,10089,covid-19 outbreak,queen,be_in
10031,10090,cluster,buraidah,be_in
10033,10092,zanamivir,h1n1 virus,be_related_with
10037,10096,participant,group,be_in
10039,10098,specimen,h1n1,transmit
10052,10111,t2d,china,be_in
10055,10114,brain,lcmv,transmit
10064,10123,onset,singapore,be_in
10065,10124,infection,ai,transmit
10071,10130,plt/plt mouse,infection,be_related_with
10076,10135,hospital,pneumonia,be_related_with
10090,10149,protein,pneumonitis,be_related_with
10096,10156,coronavirus spike protein,infection,be_related_with
10106,10166,%,shock,be_related_with
10107,10167,infection,ud-nhbe,be_in
10108,10168,world health organization,public health emergency,be_related_with
10112,10172,infection,h5n1 virus,be_related_with
10115,10175,frequency,coha,be_in
10117,10177,horse,berne,be_in
10123,10183,improvement,respiratory symptom,be_related_with
10130,10190,covid-19 survivor,infection,be_related_with
10132,10192,camostat,mouse,transmit
10133,10193,cattle,britain,be_in
10137,10197,neutrophil infiltration,influenza a virus,transmit
10139,10199,calf,denmark,be_in
10148,10208,lethal mutagenesis,virus,be_in
10157,10217,protein,hivd,be_related_with
10160,10220,national microbiology laboratory,winnipeg,be_in
10162,10222,toronto,sars,transmit
10167,10227,cns,serum,be_in
10175,10235,focus,lung,be_related_with
10184,10244,rt-pcr/esi-ms,influenza virus,transmit
10186,10246,s.,meningitis,be_related_with
10187,10247,sars,taiwan,be_in
10189,10249,person,uk,be_in
10190,10250,rt-pcr,picornavirus,be_related_with
10191,10251,membrane fusion,sars-cov,transmit
10193,10253,infection,n-prrsv,be_related_with
10197,10257,rt-pcr/esi-ms,parainfluenza,be_related_with
10202,10262,reproduction,medium,be_in
10203,10263,total rna,sars-cov infection,be_related_with
10204,10264,sirnas,viral infection,be_related_with
10214,10274,discovery,coronavirus,transmit
10216,10276,symptom,rash,be_related_with
10220,10280,hospital,ho chi minh city,be_in
10224,10284,fcd,lower,be_related_with
10225,10285,cbt,anxiety,be_related_with
10230,10290,recovery,lcm,transmit
10231,10291,covs,disease,be_related_with
10245,10305,tuberculosis,uk,be_in
10250,10310,covs,coronavirus,transmit
10257,10317,symptom,dyspnea,be_related_with
10259,10319,lung,infection,be_related_with
10263,10323,inflection,age,be_related_with
10265,10325,%,upper respiratory symptom,be_related_with
10267,10327,contagious disease,france,be_in
10272,10332,child,illness,be_related_with
10273,10333,pandemic,utah,be_in
10275,10335,control,pandemic influenza,be_related_with
10296,10356,coinfection,influenza a virus,transmit
10303,10363,ccb,hypertension,be_related_with
10316,10376,symptom,infection,be_related_with
10318,10378,illness,chronic,be_related_with
10321,10381,washington university,st. louis,be_in
10325,10385,patient,saudi arabia,be_in
10332,10392,influenza epidemic,pandemic,be_related_with
10333,10393,%,scotland,be_in
10335,10395,participant,age,be_related_with
10338,10398,camel,mers-cov,be_related_with
10340,10400,mdl,infection,be_related_with
10341,10401,italy,covid-19,transmit
10349,10409,cholera,haiti,be_in
10361,10421,balb/c mouse,interstitial pneumonitis,be_related_with
10364,10424,covid-19,covid-19,transmit
10370,10430,taiwan,sars,transmit
10371,10431,google flu trend,a/h1n1 pandemic,be_related_with
10372,10432,quarantine,toronto,be_in
10377,10437,qbd,ali,be_related_with
10383,10443,σ2,k,treat
10385,10445,illness,rhv,be_related_with
10396,10456,analgesia,hypertension,be_related_with
10399,10459,bcv,sweden,be_in
10402,10462,neutrophil infiltration,influenza a virus,transmit
10406,10466,mdl,infection,be_related_with
10409,10469,zoonosis,disease,be_related_with
10416,10476,covid-19 pandemic,china,be_in
10424,10484,3,haemodialysis,be_in
10437,10497,lassa fever,guinea,be_in
10439,10499,neutrophil,lung,be_related_with
10452,10512,male,liver cancer,be_related_with
10453,10513,zikv,illness,be_related_with
10454,10514,hcov-nl63 inflection,china,be_in
10466,10526,cd4,illness,be_related_with
10469,10529,woman,illness,be_related_with
10475,10535,p1/7,ss2,be_related_with
10476,10536,rt-pcr,h5n1 virus,be_related_with
10477,10538,polymorphism,advanced liver fibrosis,be_related_with
10478,10539,theiler,tmev,transmit
10481,10542,men,montreal,be_in
10485,10546,cell,a,treat
10487,10548,health system,pandemic influenza,be_related_with
10488,10549,neutrophil,disease,be_related_with
10491,10552,research,infectious disease,be_related_with
10494,10555,outbreak,ministry,be_related_with
10495,10556,ebola virus,africa,be_in
10498,10559,facemask,infection,be_related_with
10499,10560,data,influenza pandemic,be_related_with
10500,10561,rig-i/mavs association,2009,be_related_with
10506,10567,hospital authority,hong kong,be_in
10509,10570,normoglycemia,icu,be_related_with
10515,10576,qbd,inflammation,be_related_with
10520,10581,ncp,inflammation,be_related_with
10529,10590,article,mental health,be_related_with
10531,10592,region,major,be_related_with
10534,10595,symptom,delirium,be_related_with
10551,10612,birth,u,be_in
10559,10620,vitamin k3,acute pancreatitis,be_related_with
10562,10623,bli,bacterial pneumonia,be_related_with
10564,10625,pathology,mouse,transmit
10571,10632,normoglycemia,icu,be_related_with
10584,10645,china,sars,transmit
10586,10647,ev-a71,cns,be_related_with
10600,10661,disease progression,inflammation,be_related_with
10614,10675,control,inflammation,be_related_with
10617,10678,rt-pcr/esi-ms,parainfluenza,be_related_with
10621,10682,control,oligodendroglia,be_related_with
10626,10687,ppe,disease,be_related_with
10627,10688,spk,patient,be_in
10632,10693,lung,pulmonary lesion,be_related_with
10636,10697,data,age,be_related_with
10638,10699,kitten,age,be_related_with
10643,10704,morbillivirus,distemper virus,be_related_with
10649,10710,genome,rna virus,be_related_with
10652,10713,rj.my135q.llo190-infected balb/c mouse,encephalitis,be_related_with
10653,10714,case,cardiogenic shock,be_related_with
10661,10722,hemorrhagic fever,africa,be_in
10662,10723,wuhan,hubei province,be_in
10664,10725,wuhan,hubei province,be_in
10667,10728,niv,sars,transmit
10670,10731,qbd,systemic inflammation,be_related_with
10673,10734,community,papua new guinea,be_in
10678,10739,specimen,wupyv,be_related_with
10679,10740,example,hcv,transmit
10687,10748,%,icu,be_related_with
10691,10752,sensitivity,covid-19,transmit
10693,10754,outbreak,emerging disease,be_related_with
10695,10756,infection,disease,be_related_with
10702,10763,acute gastroenteritis,united state,be_in
10703,10764,world health organization,disease,be_related_with
10706,10767,time,lung consolidation,be_related_with
10710,10771,acquired immune deficiency syndrome,pandemic,be_related_with
10717,10778,cell,bvdv,transmit
10725,10786,specimen,influenza virus,transmit
10736,10797,cxfv,qbv,be_in
10739,10800,turkey,wisconsin,be_in
10741,10802,conclusion,influenza virus infection,be_related_with
10745,10806,morbillivirus,mev,treat
10748,10809,fip,malaysia,be_in
10751,10812,theiler,picornavirus,be_related_with
10758,10819,patient,covid-19,transmit
10759,10820,rt-pcr/esi-ms,influenza virus,transmit
10764,10825,canada,h1n1,transmit
10766,10827,patient,group i,be_in
10767,10828,thymoglobulin,reperfusion injury,be_related_with
10773,10834,rotavirus,gastroenteritis,be_related_with
10776,10837,improvement,respiratory symptom,be_related_with
10781,10842,protein,sars coronavirus,transmit
10786,10847,cluster,em,be_related_with
10791,10852,human,australia,be_in
10800,10861,covs,africa,be_in
10801,10862,covid-19,hubei,be_in
10813,10874,age,rsv,transmit
10815,10876,analyze,h5n1 virus infection,be_related_with
10816,10877,frameshifting,flavivirus,transmit
10817,10878,sgmrna 7,tgev,transmit
10850,10911,burden,high,be_related_with
10852,10913,ifvs,infection,be_related_with
10860,10921,indonesia,2009,be_related_with
10863,10924,newborn,respiratory distress syndrome,be_related_with
10866,10927,phase,infection,be_related_with
10867,10928,pheic,h1n1,transmit
10870,10931,onset,singapore,be_in
10871,10932,pathogen,spf,be_related_with
10876,10937,program,pandemic,be_related_with
10878,10939,u,type,be_related_with
10881,10942,apoptosis,influenza infection,be_related_with
10884,10945,aerosol,guinea pig,be_in
10885,10946,andrewes,influenza virus,transmit
10890,10951,mefs,infection,be_related_with
10906,10967,epitope,disease,be_related_with
10916,10977,reproductive number,lower,be_related_with
10918,10979,china,disease,be_related_with
10919,10980,learning,public,be_related_with
10928,10989,ferret,illness,be_related_with
10934,10995,hyperoxia,patient,treat
10943,11004,theiler,picornavirus,be_related_with
10969,11031,pneumonia,illness,be_related_with
10972,11034,outbreak,severe acute respiratory syndrome,be_related_with
10977,11039,rgnnv,disease,be_related_with
10978,11040,size,mouse,transmit
10981,11043,rift valley fever,kenya,be_in
10982,11044,covid-19 outbreak,belgium,be_in
10985,11047,world health organization,illness,be_related_with
10988,11050,balb/c mouse,disease,be_related_with
10991,11053,bmmcs,b19v infection,be_related_with
10999,11061,time,garden,be_in
11005,11067,assay,mouse,transmit
11012,11074,symptom,infection,be_related_with
11016,11078,ii,icu,be_related_with
11027,11089,ld50,mouse,transmit
11031,11093,covid-19 pandemic,northern ireland,be_in
11033,11095,adherence,lower,be_related_with
11037,11099,trypanosomiasis,disease,be_related_with
11043,11105,westmead hospital,sydney,be_in
11044,11106,center,atlanta,be_in
11047,11109,insight,disease,be_related_with
11049,11111,frequency,mouse,transmit
11056,11118,protein,hpi,be_related_with
11057,11119,evlwi,sepsis,be_related_with
11059,11122,pbmc,cytokine storm,be_related_with
11060,11123,prevalence,india,be_in
11061,11124,apoptosis,sars-cov infection,be_related_with
11078,11141,control,human health,be_related_with
11085,11148,pandemic influenza,scotland,be_in
11103,11166,rsars-cov,e,transmit
11111,11174,infection,h5n1 virus,be_related_with
11115,11178,world health organization,respiratory illness,be_related_with
11116,11179,p2,association,be_related_with
11121,11184,cell,airway,be_in
11123,11186,envelope,diameter,be_in
11130,11193,s. suis infection,thailand,be_in
11131,11194,qol,severe sepsis,be_related_with
11136,11199,development,major,be_related_with
11140,11203,symptom,cough,be_related_with
11142,11205,protein,herpesviruses,be_related_with
11143,11206,demographic data,disease,be_related_with
11151,11214,rhinovirus pcr,infection,be_related_with
11153,11216,animal,seizure,be_related_with
11160,11223,physician,fever,be_related_with
11167,11230,membrane,hepatitis virus infection,be_related_with
11173,11236,ae.aegypti,fever,be_related_with
11174,11237,person,ksa,be_in
11184,11247,illness,severe,be_related_with
11189,11252,pharmacist,public health,be_related_with
11195,11258,patient,illness,be_related_with
11196,11259,university hospital,kiel,be_in
11198,11261,morbillivirus,mev,treat
11199,11262,theiler,tmev,transmit
11203,11266,2009 h1n1 influenza infection,china,be_in
11204,11267,intensive care unit,finland,be_in
11209,11273,model,epidemic,be_related_with
11210,11274,middle east respiratory syndrome coronavirus,syndrome,be_related_with
11223,11287,pdcs,pbmc,be_in
11235,11299,apoptosis,influenza infection,be_related_with
11236,11300,h5n1 virus,lung,be_related_with
11237,11301,influenza vaccination,hct recipient,be_related_with
11239,11303,trust,nh direct,be_in
11240,11304,genbank,hcv,transmit
11243,11307,polymorphism,liver fibrosis,be_related_with
11248,11312,rt-pcr/esi-ms,rsv,transmit
11253,11317,ward,illness,be_related_with
11255,11319,defense,dod,treat
11256,11320,pcr,wupyv,be_related_with
11257,11321,mucormycosis,aspergillosis,be_related_with
11258,11322,peak,influenza circulation,be_in
11265,11329,s.,disease,be_related_with
11266,11330,rt-pcr assay,h1n1 virus,be_related_with
11283,11347,infection,mhv,transmit
11284,11348,lesion,edema,be_related_with
11290,11355,disneyland,hong kong,be_in
11291,11356,symptom,dyspnea,be_related_with
11295,11360,mri,infarct,be_related_with
11309,11374,enterovirus,major,be_related_with
11313,11378,https://doi.org/10.1101,public,be_related_with
11314,11379,telehealth,burnout,be_related_with
11318,11383,foot,disease,be_related_with
11320,11385,cq,b19v,be_related_with
11321,11386,covid-2019,lung injury,be_related_with
11323,11388,australia,respiratory virus,transmit
11329,11395,uv,sars-cov,transmit
11331,11397,s. dublin,pneumonia,be_related_with
11334,11400,bat,coronavirus,transmit
11335,11401,neutrophil,cat,transmit
11336,11402,outbreak dynamic,evd,be_related_with
11337,11403,palivizumab,disease,be_related_with
11340,11406,influenza-like illness,ksa,be_in
11343,11409,apoptosis,illness,be_related_with
11345,11411,glycan,d4,be_in
11346,11412,histopathology,injury,be_related_with
11349,11415,symptom,respiratory virus,transmit
11357,11423,residue,critical,be_related_with
11367,11433,rt-pcr,mexico,be_in
11368,11434,birth,u,be_in
11369,11435,avian influenza inflection,turkey,be_in
11372,11438,world health organization,disease,be_related_with
11381,11447,murine coronavirus,mouse hepatitis virus,transmit
11389,11455,h1n1 virus,human,be_in
11393,11459,center,wu polyomavirus,be_related_with
11401,11467,symptom,acute fever,be_related_with
11402,11468,frequency,pims,be_related_with
11407,11473,cornerstone,pe,be_related_with
11414,11480,control,pneumonia,be_related_with
11415,11481,child,san diego county,be_in
11430,11496,data,hct recipient,be_related_with
11441,11507,nut,shell,be_in
11445,11511,rotavirus,gastroenteritis,be_related_with
11452,11518,age,infection,be_related_with
11461,11527,patient,traumatic brain injury,be_related_with
11463,11529,algorithm,sars,transmit
11465,11531,influenza virus research,mouse,transmit
11468,11534,p,formula,be_in
11474,11540,viral rna,fluid,be_related_with
11480,11546,microbiota,gastrointestinal,be_related_with
11485,11551,illness,diarrhoea,be_related_with
11488,11554,symptom,hypoxia,be_related_with
11490,11556,p.i,pneumonitis,be_related_with
11502,11568,communicable disease,turkey,be_in
11505,11571,outbreak,respiratory syndrome,be_related_with
11506,11572,pandemic influenza,australia,be_in
11507,11573,burden,high,be_related_with
11510,11576,kipyv,respiratory pathogen,be_related_with
11512,11578,sars-cov,lung parenchyma,be_in
11518,11584,malakoplakia,inflammatory,be_related_with
11520,11586,stage,disease,be_related_with
11521,11587,application,community,be_related_with
