,Unnamed: 0.1,subject,object,new_relation
6296,6332,adenovirus,virus,gene_disease
6298,6334,balb/c mouse,infection,disease_disease
6300,6336,age,lower,disease_disease
6303,6339,grv,protein,gene_gene
6304,6340,tryptophan,protein,gene_gene
6307,6343,outbreak,livestock,species_species
6310,6346,protein,virus,gene_disease
6323,6359,symptom,wheezing,disease_disease
6332,6368,prevalence,child,species_species
6333,6369,hme-f,ventilator,disease_disease
6334,6370,hev,rna,gene_gene
6336,6372,synthesis,reverse transcriptase,gene_gene
6337,6373,travel,infection,disease_disease
6345,6381,ferret,tissue,gene_disease
6346,6382,nsp10,protein,gene_gene
6348,6384,bat,major,disease_disease
6352,6388,ae.aegypti,dengue fever,disease_disease
6356,6392,fetus,congenital illness,disease_disease
6359,6395,covid-19 survivor,psychological distress,disease_disease
6365,6401,monocyte,inflammation,disease_disease
6367,6403,covs,nucleotide,drug_drug
6374,6410,gp3,protein,gene_gene
6382,6418,symptom,diarrhea,disease_disease
6387,6423,palivizumab,infectious disease,disease_disease
6394,6430,dsrna,protein,gene_gene
6397,6433,australia,h1n1,gene_gene
6404,6440,group 3,infectious bronchitis virus,species_disease
6418,6454,covid-19,tissue,gene_disease
6423,6459,piv-2,bronchiolitis,disease_disease
6428,6464,cov-19,oedema,disease_disease
6443,6479,apex,pandemic virus,disease_disease
6444,6480,protein,methanol,drug_drug
6458,6494,salmonella infection,protein,gene_gene
6464,6501,tastv-1,virus,gene_disease
6467,6504,spice,complement,gene_gene
6471,6508,share,woman,species_species
6472,6509,infection,poliovirus,species_disease
6483,6520,symptom,headache,disease_disease
6486,6523,assay,propidium iodide,drug_drug
6507,6544,istam,human,species_gene
6508,6545,medium,chloroquine,drug_drug
6509,6546,incidence,lower,disease_disease
6512,6549,tissue,haematoxylin,drug_drug
6513,6550,lifespan,tomato yellow leaf curl virus,disease_disease
6527,6564,2000,h1n1,gene_gene
6530,6567,lockdown,infection,disease_disease
6544,6581,analysis,coronavirus,species_disease
6549,6586,pathogen,bat,species_species
6550,6587,mdcs,peptide,gene_drug
6555,6592,epitope,antibody,gene_gene
6558,6595,international airline travel,depression,disease_disease
6560,6597,cchfv-l otu domain,protein,gene_gene
6562,6599,symptom,depression,disease_disease
6563,6600,serum,antibody,gene_gene
6567,6604,h1n1 virus,oseltamivir,drug_drug
6568,6605,health system,influenza,species_disease
6574,6611,time,long,disease_disease
6578,6615,fev,lower,disease_disease
6583,6620,sensitivity,infection,disease_disease
6587,6624,symptom,cough,disease_disease
6600,6637,nature,glycoprotein,gene_gene
6604,6641,influenza viral rna,patient,species_species
6610,6647,ang,bradykinin,gene_drug
6611,6648,cbt,anxiety,disease_disease
6616,6653,beclin,autophagy,gene_gene
6631,6668,cell,antibody,gene_gene
6634,6671,marf,virus,gene_disease
6640,6677,blockade,inflammation,disease_disease
6641,6678,symptom,conjunctivitis,disease_disease
6644,6681,symptom,depression,disease_disease
6656,6693,data,mouse,species_species
6657,6694,serum,mouse,species_species
6676,6713,radiograph,lymphadenopathy,disease_disease
6680,6717,ggo,infectious,gene_disease
6684,6721,data,gp10,gene_gene
6685,6722,antibody,β-actin,gene_gene
6691,6728,assay,antibody,gene_gene
6700,6737,sporotrichosis,ulcer,disease_disease
6703,6740,protein,inflammation,disease_disease
6708,6745,syk,asthma,disease_disease
6710,6747,h1n1 virus,amantadine,drug_drug
6718,6755,time,hyperglycaemia,disease_disease
6719,6756,chemokines,protein,gene_gene
6724,6761,seropositive,lower,disease_disease
6728,6765,protein,entrez,gene_gene
6738,6775,hhv7,blood,disease_disease
6739,6777,hotel,mosquito,species_species
6740,6778,time,cell,gene_gene
6742,6780,qol,sepsis,disease_disease
6747,6785,alteration,dog,species_species
6751,6789,hellp,hemolytic anemia,disease_disease
6753,6791,balb/c mouse,encephalitis,disease_disease
6754,6792,atf6,protein,gene_gene
6755,6793,sensitivity,coronavirus,species_disease
6764,6802,recognition,bat,species_species
6770,6808,pd-l1,sepsis,disease_disease
6773,6811,illness,diarrhoea,disease_disease
6778,6816,ibv genome,rna,gene_gene
6784,6822,caution,diabetic,disease_disease
6795,6833,membrane,antibody,gene_gene
6809,6847,immunocytochemistry,viral antigen,gene_gene
6818,6856,mdl,infection,disease_disease
6833,6871,jnbio,person,species_species
6835,6873,atg9,lipid,gene_gene
6837,6875,time,long,disease_disease
6856,6894,"5,6",henipavirus infection,disease_disease
6857,6895,american diabetes association,metformin,drug_drug
6859,6897,bat,virus,gene_disease
6863,6901,serum,keyhole limpet hemocyanin,gene_gene
6867,6905,data,epidemic,disease_disease
6884,6922,sample,piglet,species_species
6886,6924,cluster,patient,species_species
6887,6925,frequency,men,species_species
6889,6927,symptom,delirium,disease_disease
6891,6929,influenza rna,patient,species_species
6902,6940,tlr4,protein,gene_gene
6922,6960,incubation,thapsigargin,drug_drug
6923,6961,control group,anxiety,disease_disease
6925,6963,analgesia,arterial hypertension,disease_disease
6928,6966,neutrophil,plasma,gene_gene
6929,6967,pyvs,tissue,gene_disease
6931,6969,ave0991,chronic,disease_disease
6936,6974,isg15,protein,gene_gene
6942,6981,protein,chaperone protein,gene_gene
6943,6982,morbillivirus,canine distemper virus,species_disease
6961,7000,symptom,conjunctivitis,disease_disease
6964,7003,rab8,elk,species_species
6971,7010,symptom,acute respiratory distress syndrome,disease_disease
6973,7012,balb/c mouse,infection,disease_disease
6974,7013,neutrophil,plasma,gene_gene
6978,7017,compound,leucine,drug_drug
6980,7019,maximum,iodine,drug_drug
6983,7022,epitope,antibody,gene_gene
6985,7024,apoptosis,protein,gene_gene
6992,7031,fev 1,lower,disease_disease
6996,7035,enzyme,acidic,drug_drug
6998,7037,stimulation,infection,disease_disease
7000,7039,interaction,c-src,gene_gene
7006,7045,mucosa,body,gene_gene
7012,7051,glycer,glycosphingolipids,drug_drug
7015,7054,phase,infection,disease_disease
7023,7062,plasmid,renilla luciferase,gene_gene
7026,7065,monocyte,tissue,gene_disease
7034,7073,genome rna,infection,disease_disease
7036,7075,debris,mouse,species_species
7043,7082,rotavirus,infant,species_species
7046,7085,fev 1,lower,disease_disease
7057,7096,gene,gene,gene_gene
7061,7100,recognition,chickenpox,species_disease
7065,7104,protein,inflammation,disease_disease
7068,7107,mda5,rna,gene_gene
7074,7113,belief,influenza,species_disease
7093,7132,apache ii,sepsis,disease_disease
7096,7135,control,nsp1,gene_gene
7108,7147,virus,protein,gene_gene
7113,7152,herpesviruses,infection,disease_disease
7114,7153,catalyst pharmacophore,acetylcholine esterase,gene_gene
7115,7154,protein,herpesviruses,disease_disease
7116,7155,japan,respiratory,species_disease
7117,7156,tastv-1,virus,gene_disease
7120,7159,amylin,peptide,gene_drug
7128,7167,melioidosis,tuberculosis,disease_disease
7132,7171,research,virus,gene_disease
7134,7173,arenaviridae,arenavirus,species_disease
7138,7177,nls-2,transport,gene_gene
7147,7186,adherence,lower,disease_disease
7151,7190,fcd,patient,species_species
7153,7192,onset,fever,disease_disease
7162,7201,data,infectious disease,disease_disease
7166,7205,protein,protein,gene_gene
7169,7208,prevalence,woman,species_species
7170,7209,belgium,human,species_gene
7172,7211,section,antibody,gene_gene
7182,7221,viral mrna,rna,gene_gene
7187,7226,specimen,influenza virus,species_disease
7200,7239,control,nsp1,gene_gene
7203,7242,mdc1,human,species_gene
7216,7255,acetylation,p53,gene_gene
7217,7256,bat,virus,gene_disease
7221,7260,symptom,depression,disease_disease
7222,7261,viral mrna,rna,gene_gene
7227,7266,cell,β-mercaptoethanol,drug_drug
7228,7267,virus,airway,gene_gene
7234,7273,membrane,spike glycoprotein,gene_gene
7242,7281,pdgfrα,receptor,gene_gene
7244,7283,pcr,virus,gene_disease
7246,7285,total rna,trizol,drug_drug
7249,7288,symptom,cough,disease_disease
7256,7295,fruit bat,flying fox,species_species
7264,7303,acacca,virus,gene_disease
7274,7313,model,avian,species_disease
7275,7314,plasmid,renilla luciferase,gene_gene
7277,7316,using,asthma,disease_disease
7284,7323,cell,ethanol,drug_drug
7287,7326,plasmid,protein,gene_gene
7288,7327,outbreak,chicken,species_species
7289,7328,apoptosis,immune suppression,disease_disease
7291,7330,symptom,depression,disease_disease
7297,7336,cleavage,arginine,drug_drug
7300,7339,zikv,rhesus monkey,species_species
7304,7343,nature,rna,gene_gene
7308,7347,analysis,coronavirus,species_disease
7321,7360,virochip,adenovirus,species_disease
7325,7364,complication,antibody,gene_gene
7341,7380,nucleoprotein,rna,gene_gene
7345,7384,zoonosis,class,gene_gene
7346,7385,protein,small,gene_gene
7357,7396,evlwi,sepsis,disease_disease
7360,7399,balb/c mouse,pattern,gene_gene
7370,7409,length,patient,species_species
7372,7411,lpai h7n9,human,species_gene
7373,7412,influenza rna,patient,species_species
7403,7442,membrane,antibody,gene_gene
7404,7443,npv,lower,disease_disease
7412,7451,article,right,disease_disease
7422,7461,interaction,virus,gene_disease
7428,7467,sample,antibody,gene_gene
7431,7470,target,type,disease_disease
7438,7477,cell,β-mercaptoethanol,drug_drug
7439,7478,cleavage,arginine,drug_drug
7441,7480,small rna,measles virus polymerase,gene_gene
7447,7486,pathogen,severe acute respiratory syndrome coronavirus 2,disease_disease
7456,7495,algorithm,acute respiratory syndrome,disease_disease
7457,7496,others,red clover necrotic mosaic virus,species_species
7459,7498,infection,high,disease_disease
7469,7508,nanoparticles,antigen,gene_gene
7478,7517,total rna,tissue,gene_disease
7479,7518,sensitivity,coronavirus,species_disease
7486,7525,total rna,tissue,gene_disease
7488,7527,model,patient,species_species
7492,7531,sample,uranyl acetate,drug_drug
7503,7542,influenza epidemic,cough,disease_disease
7513,7552,max,depression,disease_disease
7514,7553,h1n1 strain,h1n1,gene_gene
7515,7554,middle east respiratory syndrome coronavirus,severe acute respiratory syndrome,disease_disease
7516,7555,symptom,febrile illness,disease_disease
7518,7557,protein,yeast,species_species
7525,7564,pathogen,body,gene_gene
7532,7571,blood,mouse,species_species
7553,7592,dsrna,protein,gene_gene
7566,7605,none,measles,species_disease
7568,7607,ibv strain,nephritis,disease_disease
7575,7614,dsrna,protein,gene_gene
7581,7620,influenza viral rna,patient,species_species
7601,7640,chen et al.,woman,species_species
7606,7645,orf1a,replicase polyprotein,gene_gene
7614,7654,length,patient,species_species
7634,7674,spice,vaccinia virus,species_disease
7640,7680,rt-pcr,picornavirus,disease_disease
7654,7694,re-music,pattern,gene_gene
7660,7700,enzyme,aryl amidase,gene_gene
7662,7702,protein,envelope,gene_gene
7664,7704,plasmid,spike protein,gene_gene
7680,7720,rt-pcr,picornavirus,disease_disease
7682,7722,virus,bat,species_species
7694,7734,sensitivity,infection,disease_disease
7707,7748,nonsurvivors,cortisol,drug_drug
7711,7752,australia,human virus,species_species
7730,7771,tissue,infection,disease_disease
7733,7774,symptom,nasal congestion,disease_disease
7736,7777,phase,public health,disease_disease
7739,7780,symptom,edema,disease_disease
7764,7806,residue,citric acid,drug_drug
7766,7808,using,allergic asthma,disease_disease
7774,7816,symptom,rhinorrhea,disease_disease
7777,7819,covs,common cold,disease_disease
7782,7824,nature,bat,species_species
7788,7831,neutrophil,histamine,drug_drug
7800,7844,s1p,lec,gene_gene
7801,7845,disease progression,infection,disease_disease
7802,7846,using,allergic asthma,disease_disease
7805,7849,viral rna,fluid,disease_disease
7815,7859,syk,asthma,disease_disease
7821,7865,influenza rna,patient,species_species
7827,7871,discovery,coronavirus,species_disease
7840,7884,symptom,pulmonary edema,disease_disease
7843,7887,mers-cov rbd,imidazole,drug_drug
7850,7894,suis,bacterial,disease_disease
7881,7925,specimen,infection,disease_disease
7882,7926,nymph,tissue,gene_disease
7887,7931,wnv-e218a,infection,disease_disease
7888,7932,virus,civet,gene_drug
7889,7933,rnase p,asthma,disease_disease
7898,7943,illness,pneumonia,disease_disease
7901,7946,cleavage,antibody,gene_gene
7904,7949,microbiota,gastrointestinal,disease_disease
7907,7952,frequency,lower,disease_disease
7908,7953,ifi16,rna,gene_gene
7914,7959,protein,hemagglutinin esterase,gene_gene
7915,7960,onset,cognitive impairment,disease_disease
7916,7961,pathogen,small,gene_gene
7917,7962,medium,gentamicin,drug_drug
7918,7963,centre,body,gene_gene
7923,7968,application,community,disease_disease
7928,7973,canada,h1n1,gene_gene
7930,7975,palivizumab,infectious disease,disease_disease
7933,7978,monocyte,inflammation,disease_disease
7943,7988,cell,paraformaldehyde,drug_drug
7944,7989,ave0991,chronic,disease_disease
7945,7990,frameshifting,e.coli,species_species
7947,7992,rt-pcr,h1n1,gene_gene
7948,7993,palivizumab,infectious disease,disease_disease
7961,8006,ptbs,protein,gene_gene
7975,8020,pathogen,syndrome,disease_disease
7976,8021,jnj-63733657,antibody,gene_gene
7977,8022,prevalence,high,disease_disease
7979,8024,mutation,nsp1,gene_gene
7980,8025,pathogen,syndrome,disease_disease
7983,8028,age,infection,disease_disease
7984,8029,plant lectin,protein,gene_gene
7987,8032,qbd,inflammatory injury,disease_disease
7988,8033,hyperferritinemia,thrombocytopenia,disease_disease
7990,8035,discovery,coronavirus,species_disease
7991,8036,lockdown,infection,disease_disease
7992,8037,outbreak,human,species_gene
7994,8039,hyperferritinemia,thrombocytopenia,disease_disease
7999,8044,enterovirus,child,species_species
8000,8045,japan,human,species_gene
8015,8060,using,allergic asthma,disease_disease
8017,8062,influenza rna,blood,disease_disease
8018,8063,world health organization,pandemic,disease_disease
8021,8066,nature,glycoprotein,gene_gene
8052,8097,caution,diabetic,disease_disease
8058,8103,u.s.,anthrax,species_disease
8060,8105,model,pandemic,disease_disease
8061,8106,zikv,rhesus monkey,species_species
8065,8110,kb rna,ethanol,drug_drug
8066,8111,genome,replicase protein,gene_gene
8069,8114,egovernance,person,species_species
8071,8116,sensitivity,virus,gene_disease
8079,8124,data,respiratory tract disease,disease_disease
8080,8125,pkr,protein,gene_gene
8082,8127,apoptosis,measles,species_disease
8087,8132,arenaviridae,arenavirus,species_disease
8099,8144,neonate,unwell,disease_disease
8104,8149,burden,dog rabies,disease_disease
8108,8153,nonsurvivors,cortisol,drug_drug
8121,8166,phosphorylated jnk,p53,gene_gene
8122,8167,monocyte,blood,disease_disease
8126,8171,infection,oedema,disease_disease
8131,8176,covs,protein,gene_gene
8142,8187,yu et al.,antibody,gene_gene
8143,8188,covid-19,tissue,gene_disease
8152,8197,epec,enteritis,disease_disease
8161,8206,sds-page,virus,gene_disease
8164,8209,residue,arginine,drug_drug
8170,8215,north africa,pep,gene_gene
8192,8238,pakistan,2009,disease_disease
8193,8239,duodenum,tissue,gene_disease
8203,8249,apoptosis,measles,species_disease
8210,8256,enzyme,protein,gene_gene
8217,8263,recovery,mouse,species_species
8245,8291,p. jirovecii,parasite,disease_disease
8249,8295,cost,high,disease_disease
8254,8300,cvb,autoimmunity,disease_disease
8257,8303,data,coronavirus outbreak,disease_disease
8260,8306,influenza virus,airway,gene_gene
8262,8308,section,antibody,gene_gene
8263,8309,min,cysteine,drug_drug
8266,8312,brain,ethanol,drug_drug
8277,8323,codon,amino acid,drug_drug
8284,8330,case,acute encephalitis,disease_disease
8292,8338,time,patient,species_species
8295,8341,symptom,rash,disease_disease
8302,8348,access,woman,species_species
8304,8350,tcov,virus,gene_disease
8305,8351,symptom,infection,disease_disease
8308,8354,andrewes,human,species_gene
8318,8364,phosphorylated jnk,p53,gene_gene
8320,8366,monocyte,blood,disease_disease
8321,8367,andrewes,human,species_gene
8322,8368,disulfiram,virus,gene_disease
8329,8375,outbreak,infectious disease,disease_disease
8330,8376,mmtv,beet western yellow virus,species_species
8342,8388,infection,high,disease_disease
8343,8389,antibiotic therapy,pneumonia,disease_disease
8360,8407,symptom,edema,disease_disease
8363,8410,virus,person,species_species
8375,8422,fungi,ulcer,disease_disease
8383,8430,qbd,congestion,disease_disease
8384,8431,bronchus,airway,gene_gene
8386,8433,serum,fluid,disease_disease
8390,8437,indonesia,2009,disease_disease
8391,8438,medium,gentamicin,drug_drug
8398,8445,spleen,infection,disease_disease
8407,8454,egfp fluorescence,antigen,gene_gene
8419,8466,limited data,virus,gene_disease
8423,8470,plasmid,β-galactosidase,gene_gene
8430,8477,rab8,elk,species_species
8433,8480,time,lung consolidation,disease_disease
8441,8488,access,woman,species_species
8444,8491,infection,herpes encephalitis,disease_disease
8445,8492,pathogen,host,gene_gene
8448,8495,canada,human virus,species_species
8458,8505,medium,ammonium chloride,drug_drug
8462,8509,xu et al.,virus,gene_disease
8466,8513,disease progression,inflammation,disease_disease
8470,8517,symptom,malaria,disease_disease
8478,8525,cell,antigen,gene_gene
8481,8528,grv,protein,gene_gene
8485,8533,assembly,capsid,gene_gene
8487,8535,covs,respiratory tract disease,disease_disease
8489,8537,pyvs,tissue,gene_disease
8490,8538,influenza strain,2009,disease_disease
8491,8539,target,human,species_gene
8510,8558,thailand,2009,disease_disease
8513,8561,rotavirus,gastroenteritis,disease_disease
8514,8562,control,phorbol 12-myristate 13-acetate,drug_drug
8518,8566,spice,complement,gene_gene
8521,8569,phage,antibody,gene_gene
8527,8575,bat,coronavirus,species_disease
8531,8579,phosphorylated jnk,p53,gene_gene
8539,8587,route,infection,disease_disease
8540,8588,virus,protein,gene_gene
8549,8597,onset,patient,species_species
8555,8603,antibiotic therapy,pneumonia,disease_disease
8563,8611,placebo group,patient,species_species
8593,8641,specimen,h1n1,gene_gene
8597,8645,cov m,cys,gene_drug
8598,8646,lc-ms/ms analysis,protein,gene_gene
8609,8657,protein,fifo,gene_drug
8613,8661,onset,patient,species_species
8615,8663,examination,rhinitis,disease_disease
8622,8670,cvb,autoimmunity,disease_disease
8632,8680,health system,influenza,species_disease
8636,8684,vaccine,viral infection,disease_disease
8640,8688,cbo site,psychotherapy,disease_disease
8649,8697,malakoplakia,inflammatory,disease_disease
8653,8701,symptom,edema,disease_disease
8655,8703,nature,host,gene_gene
8660,8708,model,protein,gene_gene
8663,8711,adenovirus,febrile,disease_disease
8664,8712,il-1,tissue,gene_disease
8672,8720,membrane,poliovirus infection,disease_disease
8674,8722,debris,pneumonitis,disease_disease
8679,8727,parasuis,inflammation,disease_disease
8692,8740,infection,poliovirus,species_disease
8696,8744,residue,monoclonal,gene_gene
8701,8749,sensitivity,lower,disease_disease
8713,8761,control,phorbol 12-myristate 13-acetate,drug_drug
8718,8766,symptom,cough,disease_disease
8723,8771,enterovirus,child,species_species
8726,8774,sample,piglet,species_species
8727,8775,alteration,coronavirus spike glycoprotein,gene_gene
8732,8780,tissue,antibody,gene_gene
8733,8781,frameshifting,replicase,gene_gene
8746,8794,hfip,protein,gene_gene
8749,8797,concept,pandemic,disease_disease
8755,8803,group iii,infectious bronchitis virus,species_disease
8756,8804,specimen,infection,disease_disease
8759,8807,section,anti-cav-1α,gene_gene
8762,8810,blood,tissue,gene_disease
8765,8813,zikv,rhesus monkey,species_species
8772,8820,protein,transport,gene_gene
8775,8823,illness,acid,drug_drug
8777,8825,age,infection,disease_disease
8781,8829,mrna,rna,gene_gene
8805,8853,srdfds,patient,species_species
8812,8860,illness,severe,disease_disease
8838,8886,ae.aegypti,dengue fever,disease_disease
8839,8887,cps,virulence factor,gene_gene
8841,8889,control group,anxiety,disease_disease
8854,8902,membrane,antibody,gene_gene
8869,8917,japan,respiratory virus,species_disease
8873,8921,q16,critical,disease_disease
8874,8922,symptom,patient,species_species
8876,8924,hybridoma,antibody,gene_gene
8878,8926,compound,replicase protein,gene_gene
8879,8927,randomization,deficiency,disease_disease
8897,8945,serum,antibody,gene_gene
8901,8950,symptom,fever,disease_disease
8907,8956,compound,blood,disease_disease
8910,8959,compound,blood,disease_disease
8911,8960,aht,child,species_species
8912,8961,ministry,turkey,species_species
8915,8964,frequency,woman,species_species
8918,8967,hiv protease,protein,gene_gene
8922,8971,bat,virus,gene_disease
8927,8976,air,airway,gene_gene
8934,8983,demographic data,child,species_species
8936,8985,apoptosis,influenza infection,disease_disease
8940,8989,illness,human coronavirus,species_species
8942,8991,virus,protein,gene_gene
8944,8993,alteration,coronavirus spike glycoprotein,gene_gene
8946,8995,protein,chicken,species_species
8953,9002,virus,mosquito,species_species
8954,9003,mrna,protein,gene_gene
8958,9007,hsv-1,protein,gene_gene
8965,9014,lung,bronchitis,disease_disease
8986,9035,illness,pneumonia,disease_disease
8991,9040,gmt,lower,disease_disease
8996,9045,melioidosis,tuberculosis,disease_disease
9000,9049,ultrasound,thrombosis,disease_disease
9014,9063,pocovid-net,patient,species_species
9018,9067,panleukopenia,parvovirus,species_species
9021,9070,recognition,infection,disease_disease
9023,9072,membrane,spike glycoprotein,gene_gene
9025,9074,h5n1 virus,lung,disease_disease
9033,9082,pbm,virulence factor,gene_gene
9041,9090,frequency,woman,species_species
9057,9106,h5n1 virus,influenza virus,species_disease
9078,9127,program,pandemic,disease_disease
9088,9137,distance,transport,gene_gene
9091,9140,tissue,infection,disease_disease
9103,9152,age,patient,species_species
9106,9155,mbp,protein,gene_gene
9107,9156,elisa,infectious,gene_disease
9116,9165,data,patient,species_species
9118,9167,catalyst pharmacophore,acetylcholine esterase,gene_gene
9127,9176,sample,virus,gene_disease
9128,9177,time,right,disease_disease
9134,9183,protein,antibody,gene_gene
9135,9184,embolus,inflammation,disease_disease
9141,9190,group 3,peptide,gene_drug
9154,9203,covs,nucleotide,drug_drug
9157,9206,time,patient,species_species
9158,9207,formula,glutamine,drug_drug
9162,9212,symptom,distress syndrome,disease_disease
9164,9214,melioidosis,tuberculosis,disease_disease
9174,9224,symptom,patient,species_species
9175,9225,smith,influenza virus,species_disease
9185,9235,egfp fluorescence,antigen,gene_gene
9193,9243,time,protein,gene_gene
9202,9253,plasmid,furin,gene_drug
9203,9254,bacterial protein hfq,protein,gene_gene
9210,9261,china,infectious disease,disease_disease
9230,9281,kitten,vaccinia virus,species_disease
9251,9302,cov-19,lung consolidation,disease_disease
9252,9303,none,patient,species_species
9254,9305,cd4,tissue,gene_disease
9267,9318,palivizumab,antibody,gene_gene
9268,9319,ramshaw,infertility,disease_disease
9269,9320,swab,antigen,gene_gene
9277,9328,balb/c mouse,pneumonitis,disease_disease
9278,9329,outbreak,human,species_gene
9280,9331,prevalence,woman,species_species
9284,9335,canada,respiratory virus,species_disease
9289,9340,vaccine,viral infection,disease_disease
9294,9345,lung,lower,disease_disease
9295,9346,debris,pneumonitis,disease_disease
9298,9349,dermatitis,inflammation,disease_disease
9300,9351,bat,virus,gene_disease
9301,9352,symptom,distress syndrome,disease_disease
9304,9355,variable,type,disease_disease
9306,9357,recognition,infection,disease_disease
9315,9366,recognition,nsp14,gene_gene
9325,9376,outbreak,men,species_species
9344,9395,protein,antibody,gene_gene
9346,9397,pathogen,diarrhea,disease_disease
9347,9398,palivizumab,infectious disease,disease_disease
9350,9401,spk,patient,species_species
9354,9405,cleavage,caspase 3,gene_gene
9357,9408,data,patient,species_species
9376,9428,gp5,virus,gene_disease
9379,9431,coronavirus,bat,species_species
9382,9434,infection,mouse,species_species
9392,9445,influenza strain,2009,disease_disease
9396,9449,genus,protein,gene_gene
9405,9458,protein,polyvinylidene fluoride,drug_drug
9419,9472,plt/plt mouse,infection,disease_disease
9425,9478,protein,aldehyde dehydrogenase 9 family,gene_gene
9427,9480,plasmid,protein,gene_gene
9434,9488,model,lipid,gene_gene
9437,9491,milieu,infection,disease_disease
9438,9492,data,child,species_species
9448,9502,pcr,virus,gene_disease
9465,9519,vaccination,pulmonary eosinophilia,disease_disease
9466,9520,cell,mutant,gene_gene
9472,9526,data,patient,species_species
9475,9529,membrane,spike glycoprotein,gene_gene
9479,9533,none,inflammation,disease_disease
9493,9547,case,encephalitis,disease_disease
9499,9553,pcr,child,species_species
9506,9560,colibacillos,tissue,gene_disease
9508,9562,gel,methanol,drug_drug
9509,9563,coronavirus,bat,species_species
9512,9566,protein,fusion,gene_gene
9515,9569,pkr,protein,gene_gene
9516,9571,nanoparticles,antigen,gene_gene
9518,9573,migratory bird,virus,gene_disease
9519,9574,assay,rna,gene_gene
9526,9581,molecule,mutant,gene_gene
9529,9584,serum,mouse,species_species
9530,9585,residue,serine,drug_drug
9531,9586,nurse,patient,species_species
9535,9590,data,public,disease_disease
9540,9595,fetus,congenital illness,disease_disease
9549,9604,lbf,child,species_species
9551,9606,size,mutant,gene_gene
9554,9610,swab,antibody,gene_gene
9559,9615,illness,coronavirus,species_disease
9571,9627,sensitivity,virus,gene_disease
9572,9628,outbreak,emerging infectious disease,disease_disease
9574,9630,crt/e7 dna,imiquimod,drug_drug
9578,9634,infection,colibacillosis,disease_disease
9601,9657,cell,antibody,gene_gene
9602,9658,burden,child,species_species
9606,9662,spice,complement,gene_gene
9615,9671,alteration,dog,species_species
9619,9675,health department,child,species_species
9622,9678,sars-cov,tissue,gene_disease
9623,9679,group,participant,species_species
9629,9685,others,red clover necrotic mosaic virus,species_species
9633,9689,australia,respiratory,species_disease
9648,9704,total rna,trizol,drug_drug
9650,9706,infection,influenza virus,species_disease
9653,9709,onset,2009,disease_disease
9658,9714,hellp,anemia,disease_disease
9668,9724,microbiota,gastrointestinal,disease_disease
9679,9735,symptom,pain,disease_disease
9686,9742,symptom,rash,disease_disease
9690,9746,tryptophan,protein,gene_gene
9694,9750,ang,inflammation,disease_disease
9695,9751,infection,respiratory,species_disease
9698,9754,enterovirus,child,species_species
9701,9757,chimera,ectodomain,gene_gene
9714,9770,qbd,patient,species_species
9715,9771,outbreak,infectious disease,disease_disease
9716,9772,bat,virus,gene_disease
9718,9774,"5,6",henipavirus infection,disease_disease
9719,9775,virus,bat,species_species
9727,9783,c.difficile,pig,species_species
9728,9784,protein,methanol,drug_drug
9732,9788,host,bat,species_species
9738,9794,necrosis,tissue,gene_disease
9746,9802,primer pair,virus,gene_disease
9758,9814,service,patient,species_species
9761,9817,symptom,fever,disease_disease
9765,9821,fluid,antibody,gene_gene
9769,9825,palivizumab,infectious disease,disease_disease
9770,9826,mrna,leader,gene_gene
9776,9832,middle east respiratory syndrome coronavirus,syndrome,disease_disease
9779,9835,facemask,infection,disease_disease
9786,9842,virus,mosquito,species_species
9791,9847,data,influenza pandemic,disease_disease
9802,9858,cavv infection,mosquito,species_species
9814,9870,second group,person,species_species
9817,9873,bat,virus,gene_disease
9821,9877,tarda,small,gene_gene
9833,9889,bli,bacterial pneumonia,disease_disease
9840,9896,time,patient,species_species
9850,9906,max,depression,disease_disease
9855,9912,melioidosis,abscess,disease_disease
9856,9913,covid-19,person,species_species
9866,9923,time,patient,species_species
9869,9926,tissue,dehydrated,disease_disease
9876,9933,rca,protein,gene_gene
9884,9941,frequency,blood,disease_disease
9888,9945,13cα,protein,gene_gene
9890,9947,distance,transport,gene_gene
9891,9948,pd-l1,pattern,gene_gene
9893,9950,group ii,porcine,species_species
9901,9958,patient,traumatic brain injury,disease_disease
9905,9962,motif,receptor,gene_gene
9910,9967,membrane,antibody,gene_gene
9911,9968,colibacillos,tissue,gene_disease
9915,9972,telehealth,burnout,disease_disease
9922,9979,pathogen,pneumonia,disease_disease
9928,9985,epec,enteritis,disease_disease
9929,9986,lesion,pulmonary edema,disease_disease
9934,9991,conclusion,influenza virus infection,disease_disease
9935,9992,protein,pneumonitis,disease_disease
9938,9995,maximum,iodine,drug_drug
9940,9997,h1n1 virus,human,species_gene
9955,10012,ifi16,rna,gene_gene
9965,10022,chikungunya virus,mosquito,species_species
9968,10025,sirnas,flavivirus,species_disease
9969,10026,avian virus,pig,species_species
9970,10027,qbd,injury,disease_disease
9976,10033,symptom,person,species_species
9995,10052,clearance,patient,species_species
10006,10063,residue,citric acid,drug_drug
10013,10071,burden,lung,disease_disease
10015,10073,protein,yeast,species_species
10020,10078,swab,virus,gene_disease
10022,10081,yf3,flavivirus,species_disease
10024,10083,tottey,protein,gene_gene
10029,10088,expert,ganciclovir-associated neutropenia,disease_disease
10034,10093,lipid,virus,gene_disease
10038,10097,enzyme,functional,gene_gene
10039,10098,specimen,h1n1,gene_gene
